fundamental_freq,fundamental_dis,3rd_freq,3rd_dis,5th_freq,5th_dis,7th_freq,7th_dis,9th_freq,9th_dis,11th_freq,11th_dis,13th_freq,13th_dis
4956653.371,3.39E-05,14850900.65,1.43E-05,24746915.65,1.07E-05,34641498.48,8.63E-06,44536943.92,8.26E-06,54432125.72,8.62E-06,64328001.7,8.28E-06
