fundamental_freq,fundamental_dis,3rd_freq,3rd_dis,5th_freq,5th_dis,7th_freq,7th_dis,9th_freq,9th_dis,11th_freq,11th_dis,13th_freq,13th_dis
4957669.887,0.000365839,14854451,0.000172767,24753470.48,0.000134827,34651184.98,0.00011139,44549846.53,9.85E-05,54448338.99,8.96E-05,64347624.22,8.47E-05
