fundamental_freq,fundamental_dis,3rd_freq,3rd_dis,5th_freq,5th_dis,7th_freq,7th_dis,9th_freq,9th_dis,11th_freq,11th_dis,13th_freq,13th_dis
4960457.72,62.09,14863340.78,82.05,24768845.77,124.95,34672891.79,197.06,44577648.68,292.91,54482121.73,395.44,64387196.19,519.63
