,fundamental_freq,fundamental_dis,3rd_freq,3rd_dis,5th_freq,5th_dis,7th_freq,7th_dis,9th_freq,9th_dis,11th_freq,11th_dis,13th_freq,13th_dis
index,4955495.440148337,0.0003033554737022906,14849704.71242164,0.00016818984584450626,24746742.619642694,0.000134916115911425,34642497.8744286,0.00012076779379845937,44538933.59772451,0.00010552425011539687,,,64331808.5218675,
