Date,Time,Relative_time,Temperature,Resonance_Frequency,Dissipation
2021-06-23,08:31:07,138.16,24.84,14866985.96,2.9708419901432517e-05
2021-06-23,08:31:08,138.76,24.84,14866985.93,2.9708749863272574e-05
2021-06-23,08:31:09,139.39,24.84,14866985.93,2.9708449703934604e-05
2021-06-23,08:31:09,140.0,24.84,14866985.94,2.970760322752972e-05
2021-06-23,08:31:10,140.81,24.84,14866985.94,2.9707813533837662e-05
2021-06-23,08:31:11,141.42,24.84,14866985.94,2.970752614792752e-05
2021-06-23,08:31:11,142.03,24.84,14866985.91,2.970772984587927e-05
2021-06-23,08:31:12,142.64,24.84,14866985.9,2.9708335192451012e-05
2021-06-23,08:31:13,143.45,24.84,14866985.89,2.970774318802289e-05
2021-06-23,08:31:13,144.06,24.84,14866985.9,2.9708514079675622e-05
2021-06-23,08:31:14,144.67,24.84,14866985.9,2.9708534802339692e-05
2021-06-23,08:31:14,145.3,24.84,14866985.9,2.9708924128648396e-05
2021-06-23,08:31:15,146.09,24.84,14866985.9,2.970967288340297e-05
2021-06-23,08:31:16,146.7,24.84,14866985.9,2.970916118553017e-05
2021-06-23,08:31:16,147.31,24.84,14866985.9,2.9710659034461103e-05
2021-06-23,08:31:17,148.12,24.84,14866985.9,2.971040505301522e-05
2021-06-23,08:31:18,148.73,24.84,14866985.9,2.9711284079836698e-05
2021-06-23,08:31:19,149.34,24.84,14866985.87,2.971095443678438e-05
2021-06-23,08:31:19,149.95,24.84,14866985.87,2.9711197435476778e-05
2021-06-23,08:31:20,150.76,24.84,14866985.85,2.971203421553418e-05
2021-06-23,08:31:21,151.37,24.84,14866985.84,2.971270245304485e-05
2021-06-23,08:31:21,151.98,24.84,14866985.83,2.9713141025812642e-05
2021-06-23,08:31:22,152.61,24.84,14866985.85,2.9713362797685935e-05
2021-06-23,08:31:23,153.4,24.84,14866985.82,2.971438632878948e-05
2021-06-23,08:31:23,154.01,24.84,14866985.83,2.9714659210772165e-05
2021-06-23,08:31:24,154.62,24.84,14866985.84,2.9715297119633387e-05
2021-06-23,08:31:25,155.44,24.84,14866985.81,2.9716253570349036e-05
2021-06-23,08:31:25,156.05,24.84,14866985.81,2.971703304769795e-05
2021-06-23,08:31:26,156.65,24.84,14866985.79,2.971718990317366e-05
2021-06-23,08:31:26,157.26,24.85,14866985.78,2.9716951770461412e-05
2021-06-23,08:31:27,158.08,24.85,14866985.76,2.9716688965626742e-05
2021-06-23,08:31:28,158.69,24.85,14866985.75,2.9717559807557044e-05
2021-06-23,08:31:28,159.3,24.85,14866985.74,2.971803430068792e-05
2021-06-23,08:31:29,159.9,24.85,14866985.73,2.971942950942481e-05
2021-06-23,08:31:30,160.72,24.85,14866985.72,2.9718643865207823e-05
2021-06-23,08:31:31,161.33,24.85,14866985.7,2.971987115102583e-05
2021-06-23,08:31:31,161.94,24.85,14866985.68,2.9720006830433114e-05
2021-06-23,08:31:32,162.56,24.85,14866985.66,2.972015887858876e-05
2021-06-23,08:31:33,163.36,24.85,14866985.65,2.9721133555856318e-05
2021-06-23,08:31:33,163.97,24.85,14866985.66,2.9719483066196203e-05
2021-06-23,08:31:34,164.58,24.86,14866985.66,2.971987607552593e-05
2021-06-23,08:31:35,165.39,24.86,14866985.63,2.971909748339374e-05
2021-06-23,08:31:35,166.0,24.86,14866985.62,2.9719179831397242e-05
2021-06-23,08:31:36,166.61,24.86,14866985.61,2.9719054363071632e-05
2021-06-23,08:31:36,167.22,24.86,14866985.59,2.9719614449929127e-05
2021-06-23,08:31:37,168.03,24.86,14866985.58,2.972064308246931e-05
2021-06-23,08:31:38,168.64,24.86,14866985.56,2.972104293251584e-05
2021-06-23,08:31:38,169.25,24.86,14866985.54,2.9721305856340243e-05
2021-06-23,08:31:39,169.86,24.86,14866985.52,2.972184708633243e-05
2021-06-23,08:31:40,170.67,24.86,14866985.51,2.9721883265575347e-05
2021-06-23,08:31:40,171.28,24.86,14866985.49,2.972152670622017e-05
2021-06-23,08:31:41,171.89,24.86,14866985.48,2.9720995223293814e-05
2021-06-23,08:31:42,172.51,24.86,14866985.46,2.972172548201253e-05
2021-06-23,08:31:42,173.31,24.86,14866985.44,2.972229890386821e-05
2021-06-23,08:31:43,173.92,24.86,14866985.43,2.9721514053885432e-05
2021-06-23,08:31:44,174.53,24.86,14866985.41,2.9721861800353914e-05
2021-06-23,08:31:45,175.34,24.86,14866985.42,2.972180737261599e-05
2021-06-23,08:31:45,175.95,24.86,14866985.42,2.97211956830601e-05
2021-06-23,08:31:46,176.56,24.86,14866985.4,2.972194158554747e-05
2021-06-23,08:31:46,177.17,24.86,14866985.38,2.9721761797353222e-05
2021-06-23,08:31:47,177.98,24.86,14866985.36,2.972306407962701e-05
2021-06-23,08:31:48,178.59,24.87,14866985.34,2.9723766542883367e-05
2021-06-23,08:31:48,179.2,24.87,14866985.33,2.972344310329672e-05
2021-06-23,08:31:49,179.83,24.87,14866985.31,2.972309797294916e-05
2021-06-23,08:31:50,180.62,24.87,14866985.3,2.9722505929180373e-05
2021-06-23,08:31:50,181.23,24.87,14866985.29,2.9722650861105846e-05
2021-06-23,08:31:51,181.84,24.87,14866985.27,2.9722014506046146e-05
2021-06-23,08:31:52,182.65,24.87,14866985.27,2.9722259415920424e-05
2021-06-23,08:31:52,183.26,24.87,14866985.24,2.9722858461804685e-05
2021-06-23,08:31:53,183.87,24.87,14866985.25,2.972308293982011e-05
2021-06-23,08:31:54,184.48,24.87,14866985.24,2.972376464679519e-05
2021-06-23,08:31:54,185.29,24.88,14866985.23,2.9724246479924258e-05
2021-06-23,08:31:55,185.9,24.88,14866985.21,2.9723957014366476e-05
2021-06-23,08:31:56,186.51,24.88,14866985.2,2.9723383867238787e-05
2021-06-23,08:31:56,187.12,24.88,14866985.19,2.9721750963492846e-05
2021-06-23,08:31:57,187.93,24.88,14866985.17,2.9721554920743117e-05
2021-06-23,08:31:58,188.54,24.88,14866985.17,2.9721134472797778e-05
2021-06-23,08:31:58,189.15,24.88,14866985.14,2.9720687904600846e-05
2021-06-23,08:31:59,189.78,24.88,14866985.14,2.972078504211906e-05
2021-06-23,08:32:00,190.58,24.88,14866985.15,2.9719948267637594e-05
2021-06-23,08:32:00,191.18,24.88,14866985.15,2.971959149425038e-05
2021-06-23,08:32:01,191.79,24.88,14866985.12,2.9718830548436313e-05
2021-06-23,08:32:02,192.61,24.88,14866985.12,2.9718268458514556e-05
2021-06-23,08:32:02,193.22,24.88,14866985.12,2.9717003360528344e-05
2021-06-23,08:32:03,193.83,24.88,14866985.12,2.9716845425078517e-05
2021-06-23,08:32:04,194.43,24.88,14866985.12,2.9717442141814426e-05
2021-06-23,08:32:04,195.25,24.88,14866985.13,2.971739122713877e-05
2021-06-23,08:32:05,195.86,24.88,14866985.12,2.9717497066254978e-05
2021-06-23,08:32:06,196.47,24.88,14866985.1,2.971619661093567e-05
2021-06-23,08:32:06,197.08,24.88,14866985.09,2.971706147293721e-05
2021-06-23,08:32:07,197.89,24.88,14866985.06,2.971797603704501e-05
2021-06-23,08:32:08,198.5,24.88,14866985.08,2.971794275038277e-05
2021-06-23,08:32:08,199.11,24.88,14866985.08,2.9718435659962772e-05
2021-06-23,08:32:09,199.73,24.88,14866985.06,2.9719169754039853e-05
2021-06-23,08:32:10,200.53,24.88,14866985.06,2.9719512736463806e-05
2021-06-23,08:32:10,201.14,24.88,14866985.06,2.97182304995841e-05
2021-06-23,08:32:11,201.75,24.88,14866985.06,2.9718643064833035e-05
2021-06-23,08:32:12,202.56,24.89,14866985.06,2.971918427747055e-05
2021-06-23,08:32:12,203.17,24.89,14866985.06,2.971873041689138e-05
2021-06-23,08:32:13,203.78,24.89,14866985.06,2.9719124940462108e-05
2021-06-23,08:32:14,204.39,24.89,14866985.06,2.9719362953262207e-05
2021-06-23,08:32:14,205.2,24.89,14866985.06,2.971923281273492e-05
2021-06-23,08:32:15,205.81,24.89,14866985.06,2.9718855178334105e-05
2021-06-23,08:32:16,206.42,24.89,14866985.07,2.9718982432500734e-05
2021-06-23,08:32:16,207.04,24.89,14866985.07,2.9719987370601103e-05
2021-06-23,08:32:17,207.84,24.89,14866985.04,2.9720829639789055e-05
2021-06-23,08:32:18,208.45,24.89,14866985.04,2.9720790475919052e-05
2021-06-23,08:32:18,209.06,24.9,14866985.04,2.9721089936990668e-05
2021-06-23,08:32:19,209.87,24.9,14866985.04,2.9720377152997367e-05
2021-06-23,08:32:20,210.48,24.9,14866985.01,2.972132441015796e-05
2021-06-23,08:32:20,211.09,24.9,14866985.02,2.9721675030810595e-05
2021-06-23,08:32:21,211.7,24.9,14866985.0,2.9722432152684248e-05
2021-06-23,08:32:22,212.51,24.9,14866984.97,2.9722223356351187e-05
2021-06-23,08:32:22,213.12,24.9,14866984.95,2.9723424851792788e-05
2021-06-23,08:32:23,213.73,24.9,14866984.95,2.972355822000201e-05
2021-06-23,08:32:24,214.34,24.9,14866984.96,2.9723518675980556e-05
2021-06-23,08:32:24,215.15,24.9,14866984.96,2.9724975339184822e-05
2021-06-23,08:32:25,215.76,24.9,14866984.96,2.9725092282701098e-05
2021-06-23,08:32:26,216.37,24.9,14866984.96,2.9724520773352307e-05
2021-06-23,08:32:26,217.0,24.9,14866984.96,2.9724745622045198e-05
2021-06-23,08:32:27,217.79,24.9,14866984.96,2.972495771584357e-05
2021-06-23,08:32:28,218.4,24.9,14866984.96,2.972530055165293e-05
2021-06-23,08:32:28,219.01,24.91,14866984.93,2.9726481173277973e-05
2021-06-23,08:32:29,219.82,24.91,14866984.93,2.9725731108940428e-05
2021-06-23,08:32:30,220.43,24.91,14866984.94,2.972637763499446e-05
2021-06-23,08:32:30,221.04,24.91,14866984.94,2.972771764192041e-05
2021-06-23,08:32:31,221.65,24.91,14866984.94,2.9728364083554975e-05
2021-06-23,08:32:32,222.47,24.91,14866984.94,2.9729688724131138e-05
2021-06-23,08:32:32,223.07,24.91,14866984.94,2.972939436245679e-05
2021-06-23,08:32:33,223.68,24.91,14866984.94,2.973014862280049e-05
2021-06-23,08:32:33,224.29,24.91,14866984.91,2.973124939201655e-05
2021-06-23,08:32:34,225.11,24.91,14866984.91,2.9731040249446053e-05
2021-06-23,08:32:35,225.72,24.91,14866984.92,2.9731578483967553e-05
2021-06-23,08:32:36,226.32,24.91,14866984.92,2.9732475891817048e-05
2021-06-23,08:32:36,226.95,24.91,14866984.92,2.9732432353218493e-05
2021-06-23,08:32:37,227.75,24.91,14866984.92,2.9731913662384486e-05
2021-06-23,08:32:38,228.36,24.91,14866984.92,2.9732763873091956e-05
2021-06-23,08:32:38,228.96,24.91,14866984.92,2.9732639593970447e-05
2021-06-23,08:32:39,229.78,24.91,14866984.92,2.9733259921390568e-05
2021-06-23,08:32:40,230.39,24.92,14866984.9,2.973336633830606e-05
2021-06-23,08:32:40,231.0,24.92,14866984.9,2.973293993151619e-05
2021-06-23,08:32:41,231.61,24.92,14866984.88,2.9732986927014524e-05
2021-06-23,08:32:42,232.42,24.92,14866984.88,2.9733012168264312e-05
2021-06-23,08:32:42,233.03,24.92,14866984.88,2.973358526784116e-05
2021-06-23,08:32:43,233.64,24.92,14866984.88,2.9733702905985585e-05
2021-06-23,08:32:43,234.25,24.92,14866984.88,2.9734378604803084e-05
2021-06-23,08:32:44,235.06,24.92,14866984.88,2.9734364826481315e-05
2021-06-23,08:32:45,235.67,24.92,14866984.85,2.97345156087418e-05
2021-06-23,08:32:45,236.28,24.92,14866984.85,2.9734706456493487e-05
2021-06-23,08:32:46,236.9,24.92,14866984.86,2.973537365366726e-05
2021-06-23,08:32:47,237.7,24.93,14866984.86,2.973535453175149e-05
2021-06-23,08:32:47,238.31,24.93,14866984.83,2.9735878430707584e-05
