Time_(s)	Delta_F/n_n=3_(Hz)	Delta_F/n_n=5_(Hz)	Delta_F/n_n=7_(Hz)	Delta_F/n_n=9_(Hz)	Delta_F/n_n=11_(Hz)	Delta_D_n=3_()	Delta_D_n=5_()	Delta_D_n=7_()	Delta_D_n=9_()	Delta_D_n=11_()
15525.35219	-7.013015559	-6.666760699	-5.928531397	-6.048154038	-6.168275776	8.02E-07	7.27E-07	7.30E-07	7.31E-07	8.91E-07
15526.15421	-7.068943441	-6.648633391	-5.923173683	-6.082453714	-5.952902663	7.84E-07	8.29E-07	8.62E-07	8.25E-07	7.44E-07
15526.95617	-7.089409696	-6.66464506	-5.857866373	-6.221364032	-6.093767251	8.11E-07	7.64E-07	8.07E-07	7.20E-07	9.05E-07
15527.75822	-7.065201269	-6.741105121	-6.034334674	-6.107188782	-6.169508558	8.06E-07	8.07E-07	8.11E-07	7.10E-07	9.64E-07
15528.56027	-6.992144842	-6.630474489	-6.009834796	-6.150862882	-6.079150028	7.94E-07	8.01E-07	7.12E-07	7.88E-07	9.92E-07
15529.36232	-7.017854208	-6.662242688	-5.837058772	-6.086650783	-6.184696876	7.88E-07	8.03E-07	7.95E-07	7.15E-07	8.80E-07
15530.16443	-7.036618618	-6.699750644	-5.926869861	-6.095066592	-5.978735459	8.02E-07	8.19E-07	7.58E-07	8.52E-07	9.85E-07
15530.96643	-7.031366686	-6.689512692	-5.964525393	-6.118999023	-6.108661217	7.99E-07	7.98E-07	7.33E-07	8.14E-07	8.77E-07
15531.76846	-6.943731491	-6.730732158	-5.818980099	-6.247240647	-6.093560831	8.04E-07	7.33E-07	7.98E-07	7.38E-07	8.89E-07
15532.5705	-6.994123312	-6.690364144	-5.868989265	-6.010478274	-6.189874201	7.81E-07	7.79E-07	8.22E-07	7.87E-07	8.15E-07
15533.37251	-7.023017405	-6.763009738	-6.016444576	-6.058547971	-6.070158902	8.22E-07	7.62E-07	7.36E-07	7.03E-07	8.25E-07
15534.17451	-6.969938329	-6.740735897	-5.85046148	-5.946821825	-6.115508659	8.06E-07	8.10E-07	7.83E-07	7.59E-07	9.20E-07
15534.97654	-6.971506358	-6.676047669	-5.997556073	-6.019734668	-6.187222649	8.03E-07	8.33E-07	7.20E-07	7.63E-07	9.11E-07
15535.7786	-7.012280264	-6.727060969	-5.985459881	-5.908333185	-6.201466587	7.93E-07	7.91E-07	8.15E-07	7.70E-07	8.85E-07
15536.58068	-6.999817191	-6.622140708	-5.896594057	-6.037414637	-5.821650827	7.89E-07	8.09E-07	7.39E-07	8.22E-07	9.23E-07
15537.38263	-6.933678693	-6.777665967	-5.876853754	-6.205821017	-5.797316994	8.50E-07	7.88E-07	7.80E-07	7.75E-07	9.56E-07
15538.18465	-6.986321799	-6.64640189	-5.920261627	-6.084242562	-5.955413996	8.33E-07	7.85E-07	7.13E-07	6.59E-07	8.23E-07
15538.98676	-6.942652285	-6.710807955	-6.072118072	-6.086270406	-6.015268944	7.86E-07	7.70E-07	8.13E-07	8.57E-07	8.82E-07
15539.78878	-7.026396455	-6.683745325	-5.946602109	-6.086055567	-5.82203865	8.13E-07	7.85E-07	8.17E-07	6.75E-07	9.10E-07
15540.59083	-7.008587743	-6.635139622	-5.939063126	-5.968231765	-5.940125485	7.69E-07	8.26E-07	8.27E-07	7.55E-07	8.36E-07
15541.39288	-6.920445119	-6.743454915	-5.97619102	-5.768723426	-5.905844226	7.96E-07	7.55E-07	7.77E-07	8.40E-07	8.45E-07
15542.19499	-6.950051169	-6.625990546	-6.141116161	-6.143597907	-5.880438131	7.82E-07	7.36E-07	8.09E-07	7.93E-07	1.03E-06
15542.99706	-6.951196296	-6.687403531	-5.896314764	-5.987740556	-5.73883111	8.27E-07	6.88E-07	7.59E-07	6.97E-07	9.05E-07
15543.79913	-7.000715446	-6.620024251	-6.023815884	-5.99963911	-5.899908986	7.80E-07	8.22E-07	8.10E-07	7.28E-07	8.73E-07
15544.60115	-7.017875345	-6.603143852	-6.021058272	-6.138682836	-5.81399958	8.15E-07	7.81E-07	7.34E-07	7.93E-07	9.86E-07
15545.40316	-6.970119595	-6.675127525	-5.969110138	-6.114400816	-5.935428078	7.91E-07	8.55E-07	8.07E-07	7.58E-07	8.30E-07
15546.20526	-7.048300657	-6.628092123	-5.927952276	-6.071058228	-5.871211483	7.98E-07	7.74E-07	8.62E-07	7.19E-07	9.11E-07
15547.00734	-7.02279265	-6.642960659	-5.863987694	-6.161025489	-5.929683004	7.87E-07	8.44E-07	7.67E-07	7.46E-07	8.39E-07
15547.8094	-6.931159519	-6.657304911	-5.909796114	-6.231266885	-5.784686399	8.29E-07	7.35E-07	7.34E-07	7.16E-07	8.94E-07
15548.61146	-6.977527411	-6.691836157	-6.00736344	-5.965249744	-5.813035492	7.33E-07	8.35E-07	8.37E-07	7.20E-07	9.25E-07
15549.41357	-7.007220916	-6.696477448	-5.937227661	-6.204270667	-5.883910731	7.81E-07	7.67E-07	7.65E-07	6.86E-07	8.61E-07
15550.21562	-7.006748826	-6.610133144	-5.853628238	-6.023535901	-5.613051767	8.24E-07	7.95E-07	7.67E-07	7.12E-07	9.42E-07
15551.01776	-6.912140547	-6.682108445	-5.831230296	-5.815450151	-5.858784464	8.01E-07	7.14E-07	7.65E-07	7.68E-07	8.96E-07
15551.81985	-6.940229479	-6.605038773	-5.8962741	-6.089750536	-5.815937839	8.03E-07	7.96E-07	7.74E-07	6.85E-07	8.44E-07
15552.62193	-7.012641817	-6.70021729	-5.991181652	-5.930322853	-5.912515233	8.21E-07	7.84E-07	7.96E-07	7.00E-07	9.28E-07
15553.42392	-7.005443087	-6.630382331	-5.875343724	-5.971639381	-5.820922517	8.09E-07	8.38E-07	7.51E-07	7.13E-07	1.03E-06
15554.22595	-6.970271554	-6.566095352	-5.963923361	-6.14887872	-5.784111491	7.81E-07	8.23E-07	7.99E-07	7.66E-07	8.12E-07
15555.02807	-6.949925649	-6.622796164	-5.906807274	-6.176017357	-5.815941353	7.98E-07	8.14E-07	8.04E-07	7.38E-07	9.78E-07
15555.83019	-6.952376237	-6.654841327	-6.031792297	-6.140260174	-5.8957017	8.07E-07	7.93E-07	7.71E-07	7.81E-07	8.87E-07
15556.63227	-7.088278834	-6.69615998	-5.86103126	-6.038937518	-5.853543437	7.47E-07	7.47E-07	8.02E-07	7.36E-07	9.58E-07
15557.43436	-7.012001689	-6.662845449	-5.950663767	-6.013031936	-6.360304628	8.17E-07	8.24E-07	8.14E-07	8.32E-07	7.06E-07
15558.23645	-6.946689649	-6.680280852	-5.926433936	-5.95658708	-6.351390041	8.02E-07	8.19E-07	7.18E-07	6.81E-07	8.87E-07
15559.03844	-7.034563233	-6.620531364	-5.834312227	-6.028263729	-6.208489387	8.07E-07	7.94E-07	8.31E-07	7.88E-07	7.88E-07
15559.84057	-6.963418885	-6.584059044	-5.912359709	-5.94835523	-5.943867619	7.85E-07	8.21E-07	7.43E-07	6.49E-07	7.39E-07
15560.64263	-6.988357426	-6.630409513	-5.825255069	-6.042451427	-6.170633372	8.07E-07	7.97E-07	7.91E-07	7.19E-07	8.43E-07
15561.4447	-7.013034524	-6.655529462	-5.911936416	-5.927890174	-6.005560553	7.96E-07	7.61E-07	7.81E-07	7.53E-07	7.12E-07
15562.24676	-6.99424136	-6.609449572	-5.920318937	-5.966886968	-6.187261234	7.89E-07	8.11E-07	7.80E-07	7.14E-07	8.05E-07
15563.0488	-6.98452262	-6.602658845	-5.936707749	-5.98587274	-6.12124755	7.92E-07	7.98E-07	7.82E-07	7.72E-07	7.81E-07
15563.85094	-6.992820909	-6.730642785	-5.971329117	-5.905710691	-6.209700076	8.10E-07	7.45E-07	7.76E-07	7.52E-07	8.37E-07
15564.65303	-7.012017378	-6.683973691	-5.991507829	-6.093952128	-6.192248252	7.78E-07	7.72E-07	8.33E-07	7.36E-07	7.49E-07
15565.45509	-6.90186017	-6.617533829	-5.798617485	-6.136795832	-6.252724064	8.13E-07	7.93E-07	8.29E-07	7.26E-07	7.44E-07
15566.25723	-6.978703336	-6.71594417	-5.958474457	-6.207207438	-6.472544712	7.70E-07	8.10E-07	7.37E-07	8.05E-07	6.83E-07
15567.05921	-7.013890912	-6.570413515	-5.919934679	-6.072015858	-6.360899343	8.23E-07	7.63E-07	8.08E-07	7.10E-07	7.96E-07
15567.86132	-6.950834496	-6.714761157	-5.798754363	-6.010623557	-6.400219952	7.79E-07	7.64E-07	8.20E-07	7.52E-07	7.21E-07
15568.66338	-6.942204403	-6.664098099	-5.977592364	-5.882804388	-6.134401753	7.93E-07	7.84E-07	8.25E-07	6.40E-07	8.51E-07
15569.46532	-6.910594018	-6.627983679	-5.858991608	-5.879478087	-6.306082469	7.99E-07	7.88E-07	7.35E-07	6.74E-07	7.33E-07
15570.26739	-6.937852981	-6.632223874	-5.938419253	-6.15734991	-6.185890558	7.79E-07	8.24E-07	7.34E-07	7.86E-07	7.56E-07
15571.0694	-6.952837315	-6.667640005	-5.863131668	-6.228446099	-6.179890562	7.80E-07	7.72E-07	7.75E-07	7.46E-07	7.21E-07
15571.87143	-6.941238398	-6.727375992	-5.919825379	-6.203341419	-6.387961809	8.38E-07	7.65E-07	7.79E-07	8.06E-07	7.95E-07
15572.67343	-6.929690601	-6.719970578	-5.998954674	-6.043416763	-6.174678288	7.97E-07	7.66E-07	7.53E-07	7.89E-07	7.62E-07
15573.47546	-6.842094108	-6.598014104	-5.994278111	-6.084408676	-5.957500473	8.30E-07	8.07E-07	7.77E-07	7.46E-07	7.03E-07
15574.27745	-6.988546317	-6.745280829	-5.878704536	-5.9522763	-6.082462107	8.11E-07	7.42E-07	8.06E-07	7.38E-07	7.46E-07
15575.0795	-6.915828149	-6.67140068	-5.938945868	-5.941651154	-5.977467185	8.10E-07	7.97E-07	8.50E-07	7.31E-07	8.20E-07
15575.88149	-6.959426383	-6.648023605	-5.766016045	-6.015414375	-6.192386861	7.56E-07	7.96E-07	7.68E-07	7.54E-07	7.66E-07
15576.68354	-6.945840431	-6.714274243	-5.977819708	-6.116709789	-6.262806702	7.61E-07	7.82E-07	7.79E-07	7.81E-07	8.21E-07
15577.48561	-7.010028157	-6.666586685	-5.98409351	-5.958184305	-6.089744596	8.02E-07	7.83E-07	7.51E-07	8.12E-07	8.76E-07
15578.28757	-6.963156356	-6.614941533	-5.830034455	-5.970742436	-6.124613211	7.86E-07	8.03E-07	7.59E-07	7.04E-07	7.19E-07
15579.08963	-6.946960102	-6.606896024	-5.919838907	-6.173712946	-6.177041431	7.92E-07	8.24E-07	8.23E-07	7.55E-07	8.61E-07
15579.89168	-6.920143078	-6.536251186	-5.865096622	-6.089442713	-6.173939939	7.46E-07	8.34E-07	7.85E-07	8.26E-07	8.49E-07
15580.69379	-6.91961919	-6.609279341	-5.810757415	-6.13822045	-6.049777476	7.97E-07	7.66E-07	8.35E-07	7.77E-07	7.54E-07
15581.49585	-6.957279547	-6.530414981	-5.767774496	-6.014239606	-6.160070971	8.04E-07	7.02E-07	8.26E-07	7.51E-07	7.29E-07
15582.29795	-6.980276377	-6.65335256	-5.874263291	-5.840931984	-5.963150533	8.13E-07	7.62E-07	8.08E-07	8.03E-07	7.31E-07
15583.09997	-6.943023679	-6.644936373	-5.794028574	-6.029115453	-6.213605188	8.06E-07	8.09E-07	7.94E-07	7.45E-07	6.57E-07
15583.90198	-6.939457153	-6.673396584	-5.902831964	-5.976855219	-6.057295965	8.32E-07	7.59E-07	7.31E-07	7.56E-07	8.22E-07
15584.70404	-6.96317938	-6.728097314	-5.892758753	-5.991730199	-6.178485493	8.01E-07	7.89E-07	7.88E-07	7.29E-07	8.46E-07
15585.50614	-6.91084924	-6.592318386	-5.812226722	-5.887474007	-6.384108931	7.99E-07	7.28E-07	8.29E-07	6.66E-07	8.09E-07
15586.30816	-6.970477612	-6.593267433	-6.017052832	-6.035610497	-6.096364798	7.96E-07	7.36E-07	7.80E-07	7.35E-07	7.21E-07
15587.11021	-6.902089783	-6.580909353	-6.057671413	-5.96213589	-6.131692174	7.91E-07	7.69E-07	7.57E-07	7.74E-07	8.41E-07
15587.91218	-6.936327543	-6.604853968	-5.859962156	-6.179708884	-6.26159558	8.01E-07	8.05E-07	7.53E-07	7.55E-07	7.81E-07
15588.71424	-6.951116472	-6.677587843	-5.884639614	-5.967077054	-6.266921224	7.65E-07	8.30E-07	8.36E-07	7.67E-07	9.24E-07
15589.51629	-6.9130721	-6.574838351	-5.927249664	-5.756433729	-6.130085682	7.67E-07	8.31E-07	7.98E-07	8.00E-07	8.26E-07
15590.31835	-6.967807788	-6.727421048	-5.867079437	-5.860009395	-6.071342016	7.72E-07	8.04E-07	8.45E-07	7.41E-07	8.56E-07
15591.12037	-6.938714202	-6.58099348	-5.852239164	-5.848504721	-6.093634303	7.70E-07	8.02E-07	7.82E-07	8.30E-07	7.94E-07
15591.92238	-6.688391395	-6.414823355	-5.690068026	-5.541142169	-6.011219836	7.58E-07	7.74E-07	7.09E-07	7.72E-07	8.38E-07
15592.72444	-6.67780637	-6.424181448	-5.685363764	-5.746654103	-5.833988979	7.69E-07	8.02E-07	7.89E-07	7.61E-07	8.73E-07
15593.52651	-6.702733744	-6.43997172	-5.641965924	-5.655966957	-5.982825736	7.87E-07	7.89E-07	7.33E-07	8.40E-07	7.48E-07
15594.32846	-6.67936925	-6.48229171	-5.79619045	-5.674498917	-5.926068256	7.82E-07	8.05E-07	6.94E-07	7.22E-07	8.21E-07
15595.1304	-6.721108939	-6.432344523	-5.556157848	-5.749982656	-5.852698257	8.00E-07	7.90E-07	8.03E-07	7.27E-07	8.53E-07
15595.93243	-6.708308735	-6.432344523	-5.664419213	-5.687983374	-5.978420097	7.45E-07	7.90E-07	8.22E-07	7.35E-07	7.50E-07
15596.73442	-6.727255104	-6.420569509	-5.670285213	-5.710725238	-5.882201775	7.64E-07	7.88E-07	7.62E-07	7.06E-07	6.77E-07
15597.53646	-6.665515198	-6.314648767	-5.699408159	-5.834979508	-5.830577381	7.99E-07	7.94E-07	8.31E-07	5.99E-07	7.59E-07
15598.33845	-6.706141492	-6.40584633	-5.628238778	-5.813281771	-6.008599329	8.08E-07	7.77E-07	7.42E-07	7.45E-07	7.95E-07
15599.14042	-6.729497456	-6.36420763	-5.637179101	-5.699527676	-5.942672517	7.80E-07	7.91E-07	8.17E-07	6.89E-07	7.67E-07
15599.94244	-6.800458393	-6.386408087	-5.561010571	-5.76937301	-6.076661661	7.78E-07	8.23E-07	7.55E-07	7.99E-07	7.88E-07
15600.74446	-6.77777506	-6.408240626	-5.710492725	-5.799692572	-5.996327066	7.96E-07	7.27E-07	7.73E-07	7.08E-07	8.32E-07
15601.54654	-6.702658941	-6.447035141	-5.618058755	-5.81888791	-5.899242481	7.90E-07	7.90E-07	8.56E-07	7.48E-07	7.64E-07
15602.34862	-6.702358769	-6.471985831	-5.788517641	-5.637046702	-6.050641256	7.99E-07	7.64E-07	7.99E-07	8.29E-07	7.82E-07
15603.15064	-6.746937039	-6.44400091	-5.575464973	-5.817517185	-6.084160173	7.64E-07	7.83E-07	8.03E-07	7.01E-07	8.46E-07
15603.95273	-6.710866353	-6.463565338	-5.669431836	-5.765748017	-5.966915263	8.15E-07	7.88E-07	7.21E-07	7.45E-07	7.35E-07
15604.75475	-6.720733547	-6.350354023	-5.664580121	-5.739004983	-5.801124255	7.85E-07	7.77E-07	6.93E-07	8.13E-07	8.20E-07
15605.55687	-6.708752235	-6.331002847	-5.569852706	-5.755030195	-5.934824073	7.88E-07	7.96E-07	7.10E-07	6.97E-07	7.72E-07
15606.35894	-6.737866301	-6.357678848	-5.727617884	-5.806598479	-6.176406619	7.74E-07	7.98E-07	8.57E-07	7.15E-07	7.85E-07
15607.16099	-6.652958433	-6.342922256	-5.54062519	-5.584062678	-5.953749973	7.92E-07	8.11E-07	7.61E-07	7.28E-07	7.55E-07
15607.96306	-6.727161029	-6.416319592	-5.66490974	-5.666012242	-6.001629691	7.81E-07	7.45E-07	7.58E-07	7.21E-07	7.36E-07
15608.76507	-6.738771836	-6.439067006	-5.658468239	-5.662915327	-5.95416113	7.95E-07	7.87E-07	8.65E-07	7.42E-07	6.62E-07
15609.56714	-6.704736161	-6.313084544	-5.729245488	-5.770310774	-5.828360029	7.55E-07	7.70E-07	7.86E-07	7.56E-07	7.84E-07
15610.36923	-6.714153771	-6.433902013	-5.716894713	-5.744828649	-5.915530305	7.77E-07	8.14E-07	7.85E-07	7.94E-07	7.39E-07
15611.1712	-6.712218059	-6.475781072	-5.572231786	-5.83632475	-6.047162804	7.81E-07	8.10E-07	7.32E-07	6.75E-07	9.29E-07
15611.97327	-6.696841567	-6.436558909	-5.592135992	-5.88446292	-5.649361894	7.71E-07	7.67E-07	7.64E-07	7.40E-07	7.50E-07
15612.77531	-6.686741771	-6.374027865	-5.676742323	-5.840005446	-5.956738802	7.74E-07	7.69E-07	8.11E-07	7.24E-07	7.20E-07
15613.57727	-6.777745463	-6.331920511	-5.765458331	-5.936713975	-6.052846313	7.96E-07	7.98E-07	8.21E-07	6.92E-07	8.74E-07
15614.37928	-6.769875439	-6.368496759	-5.702443265	-5.702742585	-5.918044191	7.85E-07	7.06E-07	7.82E-07	7.59E-07	7.77E-07
15615.18139	-6.773621675	-6.444710751	-5.560493907	-5.795703494	-6.005811246	7.81E-07	7.75E-07	8.16E-07	7.69E-07	7.27E-07
15615.98338	-6.768747723	-6.404077825	-5.627072549	-5.875180927	-6.032284446	7.95E-07	7.84E-07	7.89E-07	7.57E-07	7.03E-07
15616.78543	-6.722842637	-6.415198031	-5.597728726	-5.91832043	-5.956803784	7.88E-07	7.95E-07	7.45E-07	6.65E-07	7.85E-07
15617.58744	-6.730074584	-6.431819463	-5.510774034	-5.982367714	-6.057151779	7.69E-07	7.78E-07	8.07E-07	6.94E-07	7.16E-07
15618.38951	-6.772942627	-6.404426494	-5.673937894	-5.644173596	-6.321092175	7.59E-07	8.16E-07	7.93E-07	8.05E-07	8.85E-07
15619.1916	-6.777766592	-6.351195237	-5.584429686	-5.695957517	-5.916136106	7.80E-07	7.67E-07	8.47E-07	7.74E-07	7.76E-07
15619.99354	-6.702251019	-6.49979636	-5.626749983	-5.724346099	-5.885774371	7.78E-07	8.08E-07	7.91E-07	8.67E-07	8.20E-07
15620.79557	-6.653268984	-6.394641342	-5.718027954	-5.760255803	-6.181499111	7.95E-07	8.09E-07	8.01E-07	7.22E-07	8.13E-07
15621.5975	-6.823243105	-6.499907123	-5.585827557	-5.672705714	-6.085110158	7.50E-07	7.70E-07	7.72E-07	6.85E-07	9.32E-07
15622.39954	-6.634054465	-6.445762679	-5.71863839	-5.620169929	-5.934401379	7.83E-07	7.99E-07	7.52E-07	7.81E-07	8.13E-07
15623.20155	-6.763972354	-6.454011174	-5.613261958	-5.729615907	-5.952859684	7.88E-07	7.91E-07	7.92E-07	7.27E-07	8.73E-07
15624.00362	-6.707184024	-6.441177117	-5.78152943	-5.729962608	-5.893220314	7.88E-07	8.08E-07	7.63E-07	7.63E-07	8.52E-07
15624.80575	-6.675787997	-6.420777284	-5.583742224	-5.568046344	-6.090993952	7.77E-07	7.93E-07	8.23E-07	6.54E-07	7.84E-07
15625.60774	-6.672341504	-6.41793757	-5.64774749	-5.562661574	-5.906311385	7.72E-07	7.24E-07	7.19E-07	7.52E-07	7.96E-07
15626.40986	-6.67657423	-6.404457233	-5.632567446	-5.442752064	-5.911112253	7.90E-07	7.83E-07	7.70E-07	7.45E-07	8.25E-07
15627.21189	-6.699905534	-6.382337111	-5.759676183	-5.611482532	-5.90143823	7.25E-07	8.06E-07	7.33E-07	7.78E-07	7.37E-07
15628.01445	-6.652509888	-6.409291599	-5.706755759	-5.756314612	-5.94820313	7.78E-07	7.66E-07	7.86E-07	7.66E-07	7.58E-07
15628.81651	-6.767623147	-6.432113162	-5.724646501	-5.662042593	-6.015911753	7.63E-07	7.45E-07	7.73E-07	7.39E-07	7.79E-07
15629.6185	-6.692544799	-6.400557396	-5.647445019	-5.660371487	-5.811541221	7.93E-07	7.70E-07	7.90E-07	6.42E-07	7.66E-07
15630.42062	-6.723945276	-6.404938202	-5.663513339	-5.697296086	-5.785876539	8.22E-07	7.65E-07	7.82E-07	6.65E-07	7.87E-07
15631.22276	-6.684862121	-6.367624421	-5.604979267	-5.778431309	-5.837012414	7.61E-07	7.75E-07	8.18E-07	7.45E-07	8.50E-07
15632.0248	-6.807442188	-6.443799472	-5.731712399	-5.607328691	-5.977631106	7.84E-07	7.50E-07	7.36E-07	8.02E-07	7.22E-07
15632.82684	-6.74133403	-6.34139098	-5.638379658	-5.848709409	-5.864177423	8.15E-07	7.26E-07	7.99E-07	8.00E-07	7.05E-07
15633.62883	-6.826655772	-6.435976696	-5.654674269	-5.684543747	-5.962911879	7.99E-07	7.57E-07	7.83E-07	7.75E-07	8.01E-07
15634.43143	-6.755567119	-6.439102687	-5.516346594	-5.821367204	-5.90514065	7.54E-07	7.76E-07	8.08E-07	8.28E-07	7.66E-07
15635.23345	-6.758508282	-6.435557746	-5.629195487	-5.774064804	-5.994781914	7.85E-07	7.94E-07	7.65E-07	7.83E-07	7.68E-07
15636.03549	-6.789690641	-6.556646539	-5.629367529	-5.734030577	-5.915775053	8.20E-07	7.76E-07	7.88E-07	7.61E-07	7.78E-07
15636.83748	-6.812948773	-6.39241777	-5.71735196	-5.673036736	-5.853585692	8.04E-07	7.69E-07	7.68E-07	7.98E-07	8.56E-07
15637.6396	-6.706418538	-6.316306403	-5.569194207	-5.776363456	-6.038783082	7.81E-07	8.61E-07	7.30E-07	7.72E-07	8.70E-07
15638.44168	-6.730083539	-6.422692131	-5.65733096	-5.805300299	-6.025632525	8.06E-07	8.11E-07	7.19E-07	8.13E-07	8.33E-07
15639.24379	-6.64442381	-6.520623903	-5.691813129	-5.757971698	-5.801117512	8.23E-07	7.89E-07	7.72E-07	7.56E-07	8.55E-07
15640.04571	-6.793031973	-6.40148744	-5.656656014	-5.868507627	-6.254129587	7.67E-07	7.75E-07	8.03E-07	6.19E-07	8.60E-07
15640.84776	-6.678913139	-6.419429614	-5.575004094	-5.724769104	-6.018319679	7.85E-07	8.42E-07	7.59E-07	7.26E-07	8.46E-07
15641.64974	-6.647335115	-6.327941416	-5.689192647	-5.76966669	-6.159503613	8.06E-07	7.96E-07	8.01E-07	6.54E-07	8.93E-07
15642.45171	-6.699719825	-6.381863633	-5.825102519	-5.842136644	-5.894976677	7.91E-07	7.72E-07	7.59E-07	7.33E-07	7.44E-07
15643.25378	-6.70412747	-6.340094024	-5.634638762	-5.503446373	-5.89369625	7.72E-07	8.07E-07	8.61E-07	7.78E-07	8.36E-07
15644.05584	-6.731539299	-6.326202387	-5.772123721	-5.718129637	-5.818375053	8.16E-07	8.13E-07	7.54E-07	6.84E-07	8.51E-07
15644.85788	-6.751062373	-6.411325672	-5.65101693	-5.794619371	-5.813047799	7.87E-07	8.08E-07	7.95E-07	6.93E-07	8.59E-07
15645.65989	-6.673521349	-6.39133723	-5.464962661	-5.847078786	-5.868824737	7.72E-07	6.96E-07	8.45E-07	6.82E-07	9.61E-07
15646.46198	-6.651717608	-6.39735394	-5.638391334	-5.754174037	-5.900094912	7.80E-07	7.81E-07	8.21E-07	7.28E-07	7.03E-07
15647.26401	-6.778968192	-6.423533792	-5.753748938	-5.565824868	-6.062681665	7.87E-07	8.12E-07	8.02E-07	8.01E-07	8.53E-07
15648.06603	-6.725928179	-6.423917332	-5.61254775	-5.716517509	-5.925839426	7.82E-07	7.73E-07	8.02E-07	7.09E-07	8.45E-07
15648.86805	-6.742564261	-6.341614012	-5.534258557	-5.853420301	-5.717944933	7.91E-07	7.73E-07	7.90E-07	6.54E-07	8.41E-07
15649.67014	-6.763045528	-6.504684871	-5.702950391	-5.751714288	-6.036756177	7.81E-07	8.05E-07	7.76E-07	6.72E-07	7.57E-07
15650.47229	-6.722248104	-6.482177807	-5.68277263	-5.603785241	-6.051927109	7.77E-07	7.18E-07	7.54E-07	6.78E-07	8.13E-07
15651.27426	-6.703594797	-6.493054257	-5.587175934	-5.603811098	-6.033953862	8.17E-07	7.99E-07	7.97E-07	7.62E-07	7.90E-07
15652.0763	-6.602943499	-6.431979933	-5.441258196	-5.720648006	-5.976392762	7.64E-07	7.42E-07	7.61E-07	8.00E-07	7.80E-07
15652.87832	-6.733343994	-6.378971583	-5.652013578	-5.85207479	-5.658590209	7.76E-07	8.36E-07	7.64E-07	7.35E-07	7.76E-07
15653.68034	-6.740065249	-6.316426297	-5.752962719	-5.849548645	-5.999730028	7.78E-07	8.01E-07	7.37E-07	7.14E-07	7.89E-07
15654.4824	-6.666126831	-6.475704885	-5.470625408	-5.769037021	-6.012379809	7.82E-07	7.68E-07	7.80E-07	7.17E-07	8.38E-07
15655.28444	-6.79326212	-6.408308302	-5.518776273	-5.625983747	-6.036368667	7.93E-07	7.46E-07	7.91E-07	7.56E-07	7.30E-07
15656.08649	-6.719610539	-6.391354761	-5.583131006	-5.767674732	-5.967963339	7.84E-07	7.96E-07	7.76E-07	7.01E-07	7.25E-07
15656.88858	-6.652267897	-6.479696279	-5.608102198	-5.60063814	-5.911716069	7.84E-07	7.30E-07	7.53E-07	7.17E-07	8.40E-07
15657.69059	-6.736447604	-6.339174845	-5.607571977	-5.85422164	-6.116877611	7.82E-07	7.91E-07	7.68E-07	7.76E-07	8.58E-07
15658.49264	-6.657029628	-6.350470924	-5.535501519	-6.018104899	-5.919805683	7.78E-07	7.89E-07	7.53E-07	6.57E-07	8.86E-07
15659.2947	-6.643972263	-6.343272961	-5.838201564	-5.747840515	-5.977634113	7.99E-07	8.07E-07	7.79E-07	6.88E-07	7.02E-07
15660.09669	-6.649088754	-6.491111195	-5.595674218	-5.71591905	-5.850879818	7.84E-07	7.60E-07	7.70E-07	7.75E-07	7.30E-07
15660.89874	-6.818713129	-6.406524678	-5.732679805	-5.809230749	-6.181383674	7.78E-07	7.74E-07	8.00E-07	6.87E-07	8.39E-07
15661.70078	-6.718935527	-6.468012016	-5.849078816	-5.746236898	-5.84259114	7.67E-07	8.22E-07	7.84E-07	7.92E-07	8.46E-07
15662.5029	-6.660950299	-6.403484436	-5.685455769	-5.606962999	-6.054309566	8.12E-07	7.95E-07	7.78E-07	7.75E-07	7.47E-07
15663.3049	-6.775003085	-6.453009088	-5.603123087	-5.921483395	-5.947713639	7.79E-07	7.74E-07	8.77E-07	7.68E-07	7.91E-07
15664.10689	-6.757082835	-6.360274889	-5.689793892	-5.738597699	-5.794888404	7.57E-07	7.98E-07	8.21E-07	7.71E-07	8.38E-07
15664.90893	-6.7531199	-6.357921461	-5.672773663	-5.745602205	-5.984513042	7.59E-07	7.53E-07	8.34E-07	7.41E-07	7.91E-07
15665.71102	-6.628435358	-6.444138581	-5.634466418	-5.865794097	-5.975695722	7.80E-07	7.37E-07	7.49E-07	6.83E-07	8.14E-07
15666.51304	-6.735417932	-6.377141805	-5.637237602	-5.757513494	-6.066547053	7.93E-07	7.61E-07	7.20E-07	6.90E-07	7.47E-07
15667.31516	-6.707666797	-6.384350237	-5.620146762	-5.773761401	-5.993708279	8.05E-07	8.08E-07	7.38E-07	6.59E-07	6.69E-07
15668.1172	-6.726587941	-6.459740099	-5.601376672	-5.584964082	-5.732754881	7.84E-07	7.79E-07	8.08E-07	7.83E-07	8.74E-07
15668.91922	-6.774619694	-6.371699024	-5.579383199	-5.814695431	-6.003805847	7.99E-07	7.34E-07	8.16E-07	7.19E-07	7.03E-07
15669.72123	-6.663582597	-6.369414598	-5.592548346	-5.611078512	-6.06019093	7.65E-07	8.14E-07	7.24E-07	8.60E-07	7.62E-07
15670.52325	-6.748682167	-6.578385948	-5.660432768	-5.767439618	-6.094712524	7.59E-07	7.65E-07	8.18E-07	6.79E-07	7.68E-07
