Time,fundamental_freq,fundamental_dis,3rd_freq,3rd_dis,5th_freq,5th_dis,7th_freq,7th_dis,9th_freq,9th_dis,11th_freq,11th_dis,13th_freq,13th_dis,Temp_Time,Temp
1197.57554,1.8748,0.74887,-0.92526,0.10531,-0.70618,0.01007,-0.7927,0.0923,-0.55904,0.10752,-0.76014,0.07269,-0.94714,0.01755,3093.09047,25.05378
1197.97508,1.80225,0.78599,-0.89875,0.08967,-0.63103,0.06607,-0.68622,0.08394,-0.73678,0.15729,-0.86756,0.10832,-0.73039,0.17288,3094.10444,25.05358
1198.37241,1.85004,0.76992,-0.95746,0.04251,-0.61071,0.08933,-0.87945,0.12813,-0.82344,0.10478,-0.81725,0.1353,-0.79929,0.13875,3095.11837,25.05358
1198.77542,1.81141,0.79338,-0.9143,0.07655,-0.63697,-0.00779,-0.72689,0.11746,-0.70069,0.18063,-0.781,0.06857,-0.82412,0.05278,3096.13234,25.05348
1199.16216,1.77277,0.77189,-0.83399,0.1031,-0.65592,0.01303,-0.62165,0.0967,-0.66437,0.16491,-0.78494,0.10762,-0.88339,0.04783,3097.14631,25.05368
1199.57376,1.8082,0.77652,-0.87531,0.04085,-0.74602,-0.03797,-0.78717,0.10052,-0.85038,0.09636,-0.75382,0.12379,-0.94064,0.00463,3098.16124,25.05368
1199.97672,1.78216,0.7638,-0.85142,0.10008,-0.77127,0.01763,-0.7982,0.12685,-0.5751,0.12585,-0.87977,0.08789,-1.13211,0.03754,3099.17521,25.05368
1200.38644,1.82786,0.80085,-0.85588,0.09474,-0.80492,0.0182,-0.63101,0.06419,-0.8012,0.15223,-0.72419,0.11749,-0.77525,0.03768,3100.18919,25.05378
1200.79244,1.7979,0.78397,-0.94897,0.06807,-0.63019,0.03255,-0.76177,0.08091,-0.75011,0.14862,-0.76857,0.02513,-0.70055,0.06923,3101.20314,25.05378
1201.18243,1.79569,0.78589,-0.88577,0.08845,-0.65475,0.02667,-0.68806,0.07506,-0.54964,0.10577,-0.84403,0.09661,-0.72851,0.02109,3102.21713,25.05388
1201.53265,1.76005,0.75452,-0.90466,0.06605,-0.76498,-0.04004,-0.66801,0.08241,-0.70617,0.12263,-0.8531,0.06216,-0.95245,0.05318,3103.23112,25.05358
1201.87788,1.76303,0.74277,-0.76976,0.07359,-0.63404,0.03246,-0.69912,0.08133,-0.74766,0.07414,-0.70649,0.03784,-0.61635,0.02352,3104.24506,25.05348
1202.25372,1.68669,0.71054,-0.81103,0.09066,-0.82099,-0.03537,-0.62581,0.10076,-0.74474,0.06667,-0.77365,0.07548,-0.79486,0.03279,3105.25902,25.05318
1202.64161,1.69495,0.74635,-0.812,0.10127,-0.66697,0.01282,-0.8428,0.06936,-0.71035,0.1063,-0.6834,0.10871,-0.94209,-0.01177,3106.27292,25.05328
1203.02659,1.79581,0.7461,-0.9301,0.09489,-0.83283,0.0369,-0.77156,0.08353,-0.63613,0.1312,-0.88973,0.10564,-0.848,0.05066,3107.28693,25.05318
1203.43521,1.71761,0.73068,-0.84891,0.0786,-0.70139,0.07944,-0.69147,0.10763,-0.71207,0.04696,-0.85461,0.04917,-0.84978,0.06454,3108.30191,25.05328
1203.8423,1.71855,0.72396,-0.89685,0.12969,-0.69665,0.04481,-0.81866,0.07654,-0.77903,0.04436,-0.71622,0.08481,-0.71064,0.00902,3109.31587,25.05308
1204.23072,1.66702,0.75797,-0.91404,0.10411,-0.69514,0.08325,-0.81882,0.10374,-0.72322,0.10972,-0.8086,0.11654,-0.91442,0.0445,3110.32978,25.05288
1204.6315,1.55518,0.71528,-0.7747,0.07733,-0.70987,0.07488,-0.82679,0.05519,-0.57772,0.10117,-0.83818,0.09767,-0.88297,0.06932,3111.34373,25.05298
1205.0425,1.56567,0.71383,-0.95877,0.06163,-0.64561,0.05227,-0.59123,0.13061,-0.66513,0.07093,-0.82464,0.08872,-0.92394,0.00181,3112.35774,25.05278
1205.44997,1.5778,0.7358,-0.81084,0.09342,-0.68041,0.03251,-0.72024,0.06226,-0.70975,0.11328,-0.86219,0.08215,-0.87485,0.07181,3113.37169,25.05288
1205.83707,1.47968,0.73552,-0.85958,0.08697,-0.7148,0.06745,-0.79701,0.09375,-0.6706,0.11141,-0.86327,0.09514,-1.04286,-0.1035,3114.38445,25.05278
1206.23942,1.44173,0.69009,-0.84523,0.04575,-0.65592,-0.00303,-0.74403,0.05602,-0.70677,0.06443,-0.93039,0.05745,-0.92976,-0.00615,3115.3984,25.05258
1206.63692,1.51329,0.70349,-0.824,0.06825,-0.66405,0.05835,-0.68572,0.10204,-0.75755,0.09017,-0.85133,0.09735,-1.09291,0.15616,3116.41237,25.05268
1207.05466,1.4371,0.72227,-0.88435,0.11934,-0.69404,0.04517,-0.73907,0.06359,-0.64458,0.08464,-0.69123,0.10229,-1.06626,0.0652,3117.42936,25.05308
1207.46164,1.31776,0.70012,-0.89788,0.07097,-0.74659,0.05281,-0.71144,0.09321,-0.6861,0.14403,-0.78597,0.07556,-0.99176,0.07558,3118.44426,25.05338
1207.85392,1.46827,0.74535,-0.94663,0.08629,-0.58516,0.03696,-0.74843,0.04606,-0.73249,0.14233,-0.88837,0.10539,-0.71399,0.10693,3119.45826,25.05328
1208.24394,1.37165,0.74463,-0.8514,0.07545,-0.72053,0.04024,-0.68621,0.08145,-0.66374,0.06728,-0.87998,0.08665,-0.7794,0.04289,3120.47221,25.05338
1208.65582,1.48234,0.71855,-0.90157,0.06022,-0.72625,0.01538,-0.80362,0.07556,-0.70464,0.06082,-0.85792,0.07143,-0.90566,0.07667,3121.48618,25.05338
1209.04767,1.44644,0.72193,-0.88898,0.08338,-0.77711,0.02781,-0.66525,0.04272,-0.72213,0.05948,-0.62312,0.12136,-1.05121,0.01476,3122.50015,25.05348
1209.43429,1.31014,0.67036,-0.8152,0.09284,-0.71921,-0.00884,-0.78147,0.07868,-0.72468,0.07223,-0.75487,0.1047,-1.02825,0.02923,3123.51412,25.05348
1209.84151,1.46218,0.73184,-0.8242,0.04592,-0.80276,-0.03626,-0.6882,0.06382,-0.77424,0.18316,-1.04022,0.06763,-0.82967,0.02195,3124.52804,25.05318
1210.25324,1.32547,0.70382,-0.92142,0.10629,-0.63897,-0.01885,-0.83689,0.07644,-0.85533,0.09165,-0.83151,0.04006,-0.82975,0.06457,3125.54206,25.05318
1210.63375,1.20268,0.72501,-0.81711,0.03494,-0.77465,0.01996,-0.75961,0.07454,-0.74317,0.11507,-0.8813,0.07707,-0.65456,0.09183,3126.55603,25.05308
1211.01272,1.22363,0.7188,-0.93125,0.077,-0.74088,0.00203,-0.77488,0.08135,-0.59489,0.06756,-0.81797,0.05447,-0.91222,0.09629,3127.57297,25.05328
1211.40291,1.21771,0.67572,-0.89171,0.0646,-0.71459,0.07857,-0.84161,0.03698,-0.81247,0.12443,-0.79753,0.03101,-0.96004,0.03421,3128.58792,25.05318
1211.81804,1.24761,0.71002,-0.87348,0.08594,-0.58675,0.00882,-0.87332,0.05484,-0.66586,0.17602,-0.85375,0.13657,-0.84209,0.03641,3129.60187,25.05338
1212.21205,1.25147,0.74892,-0.92205,0.10546,-0.66814,0.04517,-0.7347,0.05864,-0.67362,0.10828,-0.84167,0.09758,-0.94083,0.10372,3130.6158,25.05348
1212.62339,1.17799,0.73909,-1.0091,0.07869,-0.76136,0.05213,-0.60889,0.09246,-0.78707,0.05571,-0.83873,0.07308,-1.12288,0.04225,3131.62979,25.05348
1213.0115,1.12457,0.71942,-0.90591,0.06478,-0.63069,-0.02736,-0.71108,0.10985,-0.84215,0.12308,-0.82335,0.11085,-0.94681,0.04896,3132.64376,25.05338
1213.41098,1.13122,0.72629,-0.95651,0.09319,-0.69541,0.00999,-0.65013,0.12487,-0.59356,0.05093,-0.87393,0.0569,-0.88896,0.03589,3133.65768,25.05308
1213.81534,1.27719,0.68544,-0.90164,0.06706,-0.58125,0.05312,-0.75903,0.07369,-0.66846,0.05578,-0.85938,0.05777,-0.79373,0.02988,3134.67166,25.05358
1214.22382,1.30879,0.68389,-0.83329,0.10979,-0.65131,0.00119,-0.67029,0.13521,-0.66545,0.0988,-0.86483,0.09335,-0.70743,0.11791,3135.68568,25.05358
1214.63968,1.15763,0.70312,-0.95709,0.105,-0.71781,0.03001,-0.75587,0.02243,-0.64915,0.10031,-0.8899,0.07166,-0.97188,0.08701,3136.69963,25.05378
1215.02998,1.16896,0.71059,-0.80717,0.08261,-0.80032,0.00977,-0.75089,0.06398,-0.58322,0.16079,-0.71751,0.15036,-0.61054,0.01141,3137.71358,25.05378
1215.42088,1.25542,0.71478,-0.91588,0.09659,-0.70902,0.03024,-0.80455,0.06989,-0.67763,0.10118,-0.8834,0.09717,-0.95808,0.07773,3138.72854,25.05398
1215.81963,1.32055,0.7458,-0.82381,0.09894,-0.65687,-0.00879,-0.90448,0.11361,-0.78049,0.05881,-0.80675,0.04687,-1.02189,0.01982,3139.74249,25.05418
1216.23009,1.18591,0.69221,-0.91861,0.07861,-0.72241,-0.02708,-0.69098,0.05968,-0.63001,0.12902,-0.89988,0.08874,-0.96177,0.03701,3140.75644,25.05418
1216.61808,1.19471,0.70066,-0.91104,0.11978,-0.69409,0.02388,-0.73423,0.09443,-0.76597,0.11918,-0.95548,0.0951,-0.70483,0.02932,3141.77044,25.05428
1217.03793,1.22986,0.70329,-1.00715,0.07186,-0.65541,-0.04483,-0.77761,0.0643,-0.73584,0.09296,-0.77313,0.08077,-1.06043,-0.04133,3142.78437,25.05438
1217.42515,1.09436,0.67617,-0.94458,0.11909,-0.60092,0.03974,-0.77134,0.06347,-0.70761,0.11051,-0.89393,0.03224,-1.09075,0.00451,3143.79836,25.05458
1217.83403,1.20317,0.68238,-0.88282,0.10465,-0.62481,0.05283,-0.96431,0.06916,-0.79988,0.10033,-0.75745,0.09324,-0.86497,0.03087,3144.81235,25.05458
1218.23776,0.96704,0.6848,-0.90852,0.0759,-0.59179,0.000437386,-0.68926,0.02515,-0.78728,0.10852,-0.85119,0.08913,-0.8731,0.0426,3145.8263,25.05458
1218.62768,1.05415,0.64331,-0.9134,0.06892,-0.72189,-0.00528,-0.71537,0.05745,-0.70257,0.10657,-0.964,0.10582,-0.82934,-0.01438,3146.84024,25.05468
1219.02282,1.07002,0.67611,-0.95209,0.10008,-0.66852,0.03159,-0.81947,0.08159,-0.69099,0.09579,-0.75967,0.05246,-0.95049,0.06665,3147.85524,25.05458
1219.41796,0.93205,0.70067,-0.94917,0.08019,-0.67853,0.01357,-0.80512,0.07782,-0.64495,0.19919,-0.74975,0.08552,-1.1484,0.08016,3148.86914,25.05458
1219.79867,1.01616,0.65593,-0.87202,0.08078,-0.71636,0.10015,-0.85271,0.08841,-0.62925,0.08618,-0.83998,0.10589,-0.75665,0.00578,3149.88308,25.05458
1220.18753,1.14167,0.68982,-0.85914,0.07062,-0.63454,0.0012,-0.83425,0.11227,-0.55006,0.14728,-0.80093,0.08804,-1.16609,0.1753,3150.89716,25.05468
1220.57051,1.07736,0.67648,-0.82041,0.09069,-0.71442,0.00885,-0.86888,0.13178,-0.67936,0.07911,-0.89601,0.10574,-0.98147,0.06548,3151.93537,25.05478
1220.97261,1.08379,0.65181,-0.87184,0.05654,-0.74409,0.04758,-0.79873,0.09762,-0.82879,0.06726,-0.93926,0.0934,-0.68079,0.08783,3152.95689,25.05458
1221.3566,1.09658,0.6337,-0.94886,0.05788,-0.58219,-0.00382,-0.59147,0.13344,-0.62299,0.12162,-0.92553,0.09921,-0.63132,0.11274,3153.98727,25.05388
1221.74447,0.97391,0.66179,-0.84072,0.05552,-0.80002,-0.02602,-0.73397,0.07546,-0.74521,0.12496,-0.93354,0.10219,-1.12101,0.0914,3155.02337,25.05368
1222.16107,0.9419,0.66204,-0.99224,0.05302,-0.7948,0.05635,-0.76407,0.06392,-0.71554,0.06572,-0.75874,0.07153,-0.98417,-0.03707,3155.96687,25.05378
1222.55542,0.93297,0.60384,-0.90571,0.0591,-0.70819,0.05436,-0.79659,0.02983,-0.74182,0.11804,-0.79608,0.10304,-0.64811,-0.01858,3156.98085,25.05398
1222.96953,0.86795,0.62877,-0.84673,0.03502,-0.62726,0.0167,-0.7487,0.10313,-0.64482,0.16722,-0.82431,0.15362,-1.11867,-0.02015,3157.99578,25.05398
1223.36415,0.80043,0.68756,-0.88802,0.05527,-0.74093,0.0535,-0.80488,0.02677,-0.56326,0.12681,-0.79663,0.0948,-1.04278,0.04103,3159.00973,25.05368
1223.75209,0.81663,0.69968,-0.9461,0.08059,-0.72959,0.03639,-0.6492,0.03492,-0.63006,0.20901,-0.79983,0.10736,-0.86491,-0.01939,3160.0237,25.05358
1224.16196,0.87521,0.66176,-1.03995,0.10086,-0.7116,-0.01313,-0.82939,0.09034,-0.77011,0.15167,-0.77733,0.10717,-0.84472,0.064,3161.03769,25.05378
1224.56459,0.82227,0.67114,-0.95839,0.11639,-0.7054,-0.00745,-0.83401,0.07252,-0.77949,0.13587,-0.88982,0.07151,-0.83645,0.04036,3162.04806,25.05358
1224.97607,0.75763,0.68244,-0.85592,0.09677,-0.56098,0.01791,-0.80804,0.10223,-0.71591,0.13727,-0.69275,0.03831,-1.02866,0.00398,3163.06201,25.05358
1225.36091,0.88889,0.6976,-0.83546,0.0848,-0.76557,0.03861,-0.81808,0.11622,-0.56196,0.09821,-0.70471,0.04034,-0.81258,0.0622,3164.07613,25.05318
1225.76339,0.76315,0.64061,-0.91395,0.07618,-0.73889,0.01649,-0.71217,0.09128,-0.64458,0.15978,-0.87791,0.06521,-1.0202,0.07684,3165.08991,25.05328
1226.16964,0.84417,0.66177,-0.89931,0.10597,-0.66056,0.0113,-0.73491,0.14294,-0.74715,0.12104,-0.94447,0.059,-0.90472,-0.00492,3166.10388,25.05318
1226.56775,0.77829,0.61428,-0.85479,0.0466,-0.68554,0.01821,-0.67231,0.033,-0.87742,0.17854,-0.78928,0.06756,-1.00957,0.09366,3167.11787,25.05308
1226.97533,0.7483,0.61081,-0.90875,0.04501,-0.725,0.01363,-0.64317,0.09322,-0.64936,0.15879,-0.9318,0.06407,-1.02342,0.01754,3168.12642,25.05318
1227.36488,0.82383,0.62012,-0.76873,0.07433,-0.65495,0.00122,-0.76361,0.04063,-0.78793,0.13223,-0.93071,0.07716,-0.83581,-0.03892,3169.1404,25.05338
1227.75706,0.69911,0.6603,-0.86672,0.09883,-0.69745,0.07213,-0.76416,0.06796,-0.66987,0.10304,-0.81063,0.04132,-1.05313,0.05723,3170.15435,25.05328
1228.1744,0.72038,0.6215,-0.80885,0.07862,-0.7797,-0.01389,-0.79943,0.13315,-0.69571,0.1688,-0.83646,0.08401,-1.12251,-0.01558,3171.16831,25.05308
1228.5839,0.70852,0.59881,-0.96829,0.0668,-0.71877,0.02922,-0.78921,0.10355,-0.69,0.09016,-0.72683,0.05822,-0.92307,0.03997,3172.18225,25.05298
1228.96896,0.7584,0.59172,-0.88975,0.06757,-0.71757,0.00518,-0.77696,0.05398,-0.65222,0.15862,-0.68133,0.10015,-0.65415,-0.03439,3173.1962,25.05268
1229.35647,0.78798,0.62582,-0.81718,0.12303,-0.79738,0.01351,-0.79243,0.06681,-0.64421,0.10306,-0.84045,0.06042,-1.00439,0.01481,3174.21019,25.05258
1229.76134,0.64367,0.61839,-0.99066,0.08101,-0.83763,-0.03984,-0.6384,0.0744,-0.62838,0.14715,-0.90632,0.09952,-0.98313,0.05442,3175.22416,25.05238
1230.15919,0.71411,0.66214,-0.79927,0.10844,-0.78764,0.04062,-0.7709,0.0533,-0.80395,-0.00397,-0.87693,0.0718,-0.69151,-0.00639,3176.23807,25.05238
1230.57291,0.70262,0.62977,-0.8842,0.06119,-0.80366,0.03315,-0.79322,0.09835,-0.66378,0.19409,-0.85777,0.09663,-0.94311,-0.01785,3177.25204,25.05238
1230.96416,0.76495,0.64041,-0.81174,0.09956,-0.75804,0.03516,-0.74266,0.10437,-0.62156,0.13792,-0.88607,0.1067,-0.91808,0.11276,3178.26702,25.05238
1231.34727,0.61883,0.57032,-0.89428,0.10053,-0.8117,0.02926,-0.75809,0.01084,-0.73031,0.07583,-0.89174,0.12929,-0.707,0.02027,3179.28101,25.05218
1231.75501,0.52705,0.54867,-0.98668,0.09124,-0.59141,-0.03152,-0.80943,0.064,-0.61361,0.15344,-0.9516,0.09757,-1.15779,0.13506,3180.29497,25.05238
1232.15708,0.55847,0.5965,-0.97356,0.07725,-0.71573,0.01077,-0.741,0.03041,-0.62475,0.12754,-0.77382,0.07134,-1.02386,0.06802,3181.3089,25.05238
1232.54672,0.48397,0.53435,-0.82796,0.0671,-0.70084,0.03902,-0.99573,0.05321,-0.61322,0.05692,-0.83301,0.06132,-0.83481,0.02897,3182.32288,25.05248
1232.96069,0.63,0.6002,-0.84565,0.08022,-0.82955,0.03099,-0.86706,0.05358,-0.74217,0.10335,-0.87985,-0.00448,-0.9064,0.09231,3183.33684,25.05258
1233.35921,0.5679,0.53165,-0.91069,0.07455,-0.73277,0.07575,-0.66956,0.10875,-0.62282,0.1042,-0.78764,0.09207,-0.7638,0.06906,3184.35082,25.05248
1233.76729,0.56748,0.60401,-0.84906,0.08449,-0.70662,0.02809,-0.79414,0.08235,-0.86545,0.13611,-0.87539,0.05638,-0.95689,-0.00386,3185.36473,25.05268
1234.16324,0.57478,0.59515,-0.87696,0.06632,-0.78132,0.02405,-0.80502,0.07827,-0.53923,0.15016,-0.63717,0.06458,-0.83566,0.03046,3186.37872,25.05258
1234.5548,0.43994,0.57469,-0.92245,0.10647,-0.75864,0.02047,-0.73709,0.08217,-0.83314,0.15536,-0.78276,0.089,-1.02185,0.04548,3187.39368,25.05268
1234.95682,0.50012,0.57106,-0.82866,0.08796,-0.65125,0.05637,-0.70225,0.06322,-0.59629,0.14395,-0.86173,0.07143,-0.9994,0.03717,3188.40862,25.05258
1235.3547,0.51253,0.6072,-0.83161,0.09616,-0.61602,0.04899,-0.71747,0.05028,-0.8025,0.14327,-0.85185,0.02419,-0.95095,-0.01806,3189.43077,25.05268
1235.77305,0.51561,0.56459,-0.82389,0.06316,-0.74537,0.06287,-0.76559,0.03055,-0.73941,0.1347,-0.82894,0.03891,-0.70413,0.01255,3190.46092,25.05278
1236.1617,0.5409,0.56531,-0.87917,0.0971,-0.70552,0.03452,-0.76876,0.1637,-0.89282,0.07825,-0.68006,0.07793,-0.98098,0.02911,3191.48267,25.05268
1236.55977,0.44516,0.57381,-0.89051,0.13525,-0.78576,0.02678,-0.72756,0.10039,-0.69753,0.07238,-0.76,0.04283,-0.93558,0.05363,3192.51935,25.05268
1236.96589,0.2837,0.53309,-0.85535,0.08241,-0.80652,0.01369,-0.79135,0.12407,-0.75773,0.17356,-0.84694,0.05061,-0.9668,0.11474,3193.55199,25.05248
1237.3641,0.54817,0.53353,-0.83084,0.06709,-0.69189,0.04062,-0.85488,0.16621,-0.54107,0.11452,-0.76774,0.11518,-0.87253,0.05653,3194.56344,25.05258
1237.76795,0.55437,0.54363,-0.91083,0.10634,-0.83168,-0.01138,-0.83324,0.10686,-0.61328,0.11665,-0.92023,0.08372,-0.61079,0.02148,3195.50638,25.05268
1238.15752,0.52055,0.55244,-0.87282,0.09199,-0.75221,0.05699,-0.68235,0.08712,-0.76382,0.09426,-0.71259,0.03571,-0.81823,0.05072,3196.52035,25.05268
1238.55056,0.34532,0.57102,-0.87674,0.09018,-0.77464,0.05284,-0.83307,0.01208,-0.68597,0.0979,-0.87283,0.0915,-1.05878,0.101,3197.53428,25.05278
1238.96526,0.33771,0.54229,-0.86725,0.10885,-0.73758,0.0739,-0.80887,0.10544,-0.69087,0.08649,-0.88441,0.0882,-0.80454,0.11932,3198.54928,25.05288
1239.34938,0.45687,0.58818,-0.91147,0.06896,-0.77023,0.02945,-0.51861,0.07176,-0.86817,0.0778,-0.84085,0.08575,-1.05068,0.03272,3199.56322,25.05318
1239.7371,0.3979,0.58985,-0.87107,0.10018,-0.74751,0.03386,-0.75121,0.06479,-0.78745,0.12183,-0.79087,0.0374,-0.79197,0.04848,3200.57715,25.05308
1240.14647,0.37178,0.62153,-0.83904,0.0985,-0.72289,0.03328,-0.66204,0.1029,-0.8474,0.12512,-0.8267,0.04676,-1.00415,0.00833,3201.59112,25.05308
1240.54974,0.41226,0.70046,-0.86466,0.07218,-0.66248,0.04536,-0.82671,0.04542,-0.73763,0.13947,-0.73399,0.09122,-0.90397,0.08463,3202.60508,25.05298
1240.96267,0.24412,0.68236,-0.89874,0.06705,-0.68937,0.02381,-0.81598,0.08216,-0.45246,0.07187,-0.78395,0.12796,-1.04245,-0.04347,3203.61907,25.05298
1241.36629,0.22012,0.77421,-0.80975,0.11653,-0.6665,0.06462,-0.73356,0.0634,-0.8164,0.1074,-0.91958,0.10106,-0.72795,0.07633,3204.63306,25.05298
1241.75598,0.21302,0.80921,-0.83239,0.07599,-0.8072,0.05963,-0.7895,0.0619,-0.63005,0.1518,-0.84309,0.0996,-0.88596,0.09552,3205.64696,25.05278
1242.14689,0.14087,0.75435,-0.82837,0.08368,-0.68128,0.03491,-0.54766,0.14219,-0.64282,0.07947,-0.7455,0.07045,-1.20917,0.11307,3206.66098,25.05298
1242.54272,0.24745,0.81232,-0.8251,0.10063,-0.74855,0.05642,-0.73343,0.12435,-0.65894,0.10204,-0.91039,0.0465,-0.94201,0.1679,3207.67494,25.05288
1242.92321,0.12107,0.73309,-0.80322,0.09814,-0.73117,0.06284,-0.67405,0.08724,-0.5564,0.17518,-0.85732,0.07131,-0.72396,0.08288,3208.68987,25.05308
1243.31085,0.20777,0.78077,-0.86309,0.08261,-0.78916,0.02428,-0.87555,-0.01164,-0.5972,0.03064,-0.9073,0.04474,-0.8269,0.00906,3209.70385,25.05318
1243.6937,0.17758,0.77864,-0.8566,0.0942,-0.65597,0.0792,-0.80112,0.07619,-0.78254,0.07759,-0.8497,0.09238,-1.09776,0.04306,3210.71781,25.05318
1244.08341,0.30831,0.82812,-0.95468,0.08334,-0.6743,-0.00332,-0.81547,0.14097,-0.67712,0.12838,-0.71923,0.06938,-0.94226,0.02542,3211.73173,25.05348
1244.4769,0.05957,0.78365,-0.94709,0.10069,-0.86046,0.05968,-0.68127,0.08934,-0.78729,0.11767,-0.7062,0.13088,-0.91056,0.05823,3212.74574,25.05308
1244.862,0.16033,0.81332,-0.88299,0.09315,-0.63122,0.05997,-0.79296,0.0845,-0.54021,0.12611,-0.87484,0.05291,-1.32152,0.05429,3213.75965,25.05308
1245.26999,0.07685,0.7684,-0.80346,0.06759,-0.67513,-0.0056,-0.70937,0.06055,-0.67953,0.11499,-0.74711,0.10151,-0.90887,0.03669,3214.77363,25.05298
1245.6551,0.06611,0.75259,-0.87817,0.05999,-0.62929,0.04933,-0.78049,0.01794,-0.76129,0.06451,-0.71804,0.10393,-1.0616,0.05189,3215.78758,25.05308
1246.03494,0.21916,0.81882,-0.9172,0.10499,-0.71874,0.10841,-0.59975,0.07171,-0.70174,0.10456,-0.82637,0.06337,-0.98014,0.07443,3216.80156,25.05288
1246.41902,0.12904,0.78745,-0.85934,0.13725,-0.79047,0.07802,-0.75308,0.08388,-0.8095,0.07153,-0.81611,0.06599,-0.86733,0.04369,3217.81656,25.05278
1246.80492,0.19794,0.75071,-0.83358,0.06738,-0.62727,0.01872,-0.74342,0.08135,-0.68203,0.08039,-0.78056,0.12435,-0.98738,-0.01646,3218.83049,25.05288
1247.21863,0.02709,0.8096,-0.81196,0.09897,-0.62297,0.04812,-0.65055,0.12062,-0.6969,0.14335,-0.90002,0.03841,-0.99212,0.01276,3219.84448,25.05268
1247.62076,0.19424,0.80801,-0.7876,0.08613,-0.73699,0.01272,-0.66092,0.09903,-0.64918,0.12811,-0.95306,0.08285,-0.7235,0.0466,3220.85838,25.05268
1248.03284,0.14035,0.86066,-0.82997,0.07989,-0.89134,0.04078,-0.7823,0.10816,-0.83592,0.13777,-0.87735,0.08467,-1.26463,0.04034,3221.87237,25.05238
1248.42347,-0.06355,0.84431,-0.90416,0.0895,-0.68524,0.03531,-0.74122,0.04617,-0.80734,0.14064,-0.94782,0.07821,-0.88318,0.00207,3222.88637,25.05248
1248.8047,0.01196,0.80643,-0.91514,0.06206,-0.67347,0.05655,-0.74704,0.06958,-0.75317,0.03896,-0.79301,0.07966,-0.76482,-0.00794,3223.90028,25.05248
1249.21429,0.08354,0.8041,-0.86971,0.06972,-0.80214,-0.02184,-0.72237,0.10721,-0.79231,0.12849,-0.82801,0.04098,-0.8952,0.06275,3224.91423,25.05258
1249.61654,0.09645,0.791,-0.93985,0.07473,-0.71246,-0.05325,-0.77887,0.1304,-0.6516,0.13468,-0.85855,0.1184,-1.13554,0.09017,3225.92818,25.05248
1250.00565,0.07915,0.82333,-0.86694,0.08729,-0.682,0.02508,-0.68132,0.11989,-0.65981,0.12831,-0.81252,0.10949,-0.77352,0.03731,3226.94216,25.05268
1250.42152,-0.12307,0.8548,-0.85466,0.15133,-0.70467,-0.00557,-0.80633,0.08323,-0.72849,0.17597,-0.76194,0.09927,-0.88752,-0.00441,3227.97513,25.05268
1250.81784,0.01536,0.86241,-0.85076,0.08361,-0.58441,0.02112,-0.78143,0.05835,-0.59282,0.14799,-0.93595,0.08862,-0.83672,0.04028,3228.98824,25.05268
1251.22946,0.06326,0.89953,-0.76348,0.07625,-0.85164,0.02697,-0.76992,0.06461,-0.64398,0.14662,-0.76202,0.07351,-1.02076,0.10771,3230.02671,25.05278
1251.62268,0.02522,0.87476,-0.81693,0.13216,-0.6754,0.04983,-0.7479,0.06773,-0.77201,0.0874,-0.8057,0.0728,-0.67684,0.07727,3231.04174,25.05278
1252.01324,-0.05333,0.87624,-0.90967,0.06439,-0.59045,-0.00558,-0.76083,0.10525,-0.53644,0.10246,-0.78575,0.08592,-1.17302,0.0901,3232.07165,25.05298
1252.41516,0.00592,0.86265,-0.96206,0.03956,-0.83901,0.06683,-0.84833,0.0062,-0.85748,0.15565,-0.84821,0.0862,-0.96425,0.0143,3233.09117,25.05298
1252.82913,0.03915,0.87888,-0.86333,0.12812,-0.70919,0.03415,-0.90647,0.13104,-0.72228,0.04383,-0.74232,0.09573,-0.90354,-0.000167709,3234.04088,25.05298
1253.20923,-0.02271,0.93346,-0.81505,0.08523,-0.66427,0.02972,-0.81519,0.1097,-0.70844,0.14387,-0.75123,0.06218,-0.77667,0.04577,3235.05483,25.05308
1253.59646,0.02045,0.87831,-0.84983,0.06995,-0.8107,0.03084,-0.72461,0.07337,-0.68329,0.09058,-0.95225,0.08521,-1.11632,0.02869,3236.06886,25.05278
1253.99621,-0.08684,0.87564,-0.80466,0.1011,-0.7263,0.07829,-0.83503,0.10109,-0.68407,0.04031,-0.82497,0.10275,-0.93521,0.04041,3237.0828,25.05288
1254.39629,0.06759,0.92225,-0.98923,0.14252,-0.69412,0.05696,-0.78084,0.0634,-0.7366,0.16871,-0.80893,0.09037,-1.01213,0.09797,3238.09785,25.05288
1254.79542,0.01551,0.91835,-0.91504,0.08308,-0.68144,0.08894,-0.79913,0.05058,-0.6359,0.09951,-0.89366,0.08345,-0.97005,-0.05044,3239.11172,25.05288
1255.19341,-0.05094,0.93771,-0.83007,0.08437,-0.56048,0.08109,-0.82768,0.09593,-0.69275,0.09817,-0.90561,0.09841,-1.10256,0.00598,3240.12568,25.05278
1255.58318,0.02799,0.9194,-0.86866,0.09829,-0.81142,0.0192,-0.84826,0.09968,-0.75867,0.04855,-0.76014,0.02585,-0.67464,0.09195,3241.13964,25.05278
1255.97598,0.03082,0.92944,-0.80173,0.11783,-0.75194,0.02619,-0.80491,0.06222,-0.67297,0.13144,-0.71244,0.06394,-1.06829,0.06355,3242.1536,25.05278
