Time,fundamental_freq,fundamental_dis,3rd_freq,3rd_dis,5th_freq,5th_dis,7th_freq,7th_dis,9th_freq,9th_dis,11th_freq,11th_dis,13th_freq,13th_dis,Temp_Time,Temp
3193.82711,-2.65612,-0.20901,-1.20653,0.08044,-1.0264,0.08922,-0.97201,0.10669,-1.01309,0.20425,-0.83648,0.05515,-1.12553,0.07351,8179.24555,25.05358
3194.22823,-2.72675,-0.20872,-1.04902,0.13129,-1.00919,0.05285,-0.78409,0.11012,-0.88273,0.13798,-1.04839,0.10118,-1.31593,0.06218,8180.22152,25.05368
3194.62259,-2.68574,-0.23684,-1.11378,0.08638,-1.02408,0.0717,-0.97655,0.16784,-0.81486,0.15271,-1.05982,0.08036,-1.16504,-0.02347,8181.24262,25.05368
3195.01328,-2.63862,-0.20615,-1.1982,0.12511,-0.93662,0.08309,-1.10928,0.1474,-0.87892,0.1622,-1.111,0.05181,-1.0414,0.03592,8182.2588,25.05358
3195.41678,-2.7537,-0.20432,-1.19351,0.14083,-0.91253,0.08068,-1.01902,0.11142,-0.81295,0.10719,-0.9037,0.07947,-1.32899,0.03166,8183.28523,25.05378
3195.81279,-2.56481,-0.224,-1.22161,0.13726,-1.10091,0.07144,-1.02443,0.14884,-0.86978,0.11616,-0.98439,0.09937,-1.25867,0.04444,8184.32607,25.05378
3196.21117,-2.68894,-0.18327,-1.24136,0.14498,-0.85864,0.1234,-1.10251,0.09843,-0.93255,0.1286,-1.02949,0.13626,-1.01479,0.01733,8185.26686,25.05398
3196.6011,-2.70154,-0.24641,-1.28466,0.06733,-0.96468,0.09363,-1.09967,0.12824,-0.95209,0.07844,-0.97018,0.10606,-1.03246,0.00213,8186.28082,25.05408
3197.01453,-2.64973,-0.18833,-1.17124,0.09774,-1.00287,0.06351,-0.90298,0.0996,-0.7357,0.15898,-1.12497,0.11506,-1.24868,0.0467,8187.2948,25.05418
3197.41535,-2.64251,-0.18534,-1.10628,0.11606,-0.80644,0.09155,-1.04291,0.14804,-0.85707,0.12101,-1.091,0.13245,-1.13195,0.08176,8188.30982,25.05408
3197.82584,-2.69457,-0.1718,-1.14725,0.1098,-0.85618,0.10039,-0.91471,0.11335,-0.85691,0.15102,-1.08431,0.05404,-0.85742,0.02911,8189.32378,25.05408
3198.22681,-2.69021,-0.20777,-1.14679,0.10898,-0.98423,0.12625,-0.93575,0.13564,-0.94683,0.1636,-1.02517,0.10975,-0.9861,0.09164,8190.33769,25.05428
3198.61629,-2.71165,-0.22892,-1.17216,0.10328,-1.0506,0.11128,-1.04189,0.15099,-0.90456,0.14291,-0.97784,0.13258,-1.30267,0.08236,8191.35168,25.05448
3199.01237,-2.68639,-0.14536,-1.26699,0.1493,-1.12533,0.11685,-0.93138,0.0844,-0.91845,0.15862,-1.06495,0.15259,-1.17726,0.06091,8192.36559,25.05448
3199.41198,-2.77551,-0.16715,-1.19271,0.08176,-1.04314,0.1058,-0.92969,0.13113,-0.93623,0.09823,-0.99498,0.13406,-1.12106,0.10114,8193.3796,25.05458
3199.81983,-2.72496,-0.20054,-1.31598,0.1069,-0.87375,0.06598,-0.8808,0.14468,-0.99992,0.08002,-1.025,0.10259,-1.24173,0.07039,8194.39358,25.05488
3200.20531,-2.77385,-0.14318,-1.17124,0.07343,-1.06993,0.1347,-0.92967,0.17345,-0.83308,0.10616,-1.06283,0.11758,-1.17629,0.14166,8195.40753,25.05478
3200.60605,-2.66728,-0.16253,-1.19884,0.09967,-0.92334,0.09401,-1.01827,0.13543,-0.90662,0.14537,-1.05305,0.09662,-1.17272,0.06222,8196.42149,25.05468
3201.02268,-2.68026,-0.16284,-1.23957,0.1251,-1.05349,0.14455,-1.04899,0.08418,-0.89986,0.15722,-1.00779,0.11531,-0.9996,-0.02825,8197.43545,25.05458
3201.42352,-2.67022,-0.18794,-1.14894,0.12216,-0.96331,0.06947,-1.03622,0.10835,-0.85137,0.20383,-0.97806,0.11645,-1.26052,0.00369,8198.45042,25.05448
3201.83651,-2.75167,-0.16115,-1.19774,0.06403,-0.9677,0.06866,-1.04477,0.12056,-0.82178,0.20841,-1.04245,0.14435,-1.1425,-0.00779,8199.46432,25.05428
3202.22723,-2.77598,-0.07777,-1.20218,0.15227,-1.0837,0.04224,-0.97988,0.14042,-0.83664,0.11593,-0.9502,0.11439,-1.07616,0.01826,8200.4783,25.05398
3202.60878,-2.63478,-0.13736,-1.20396,0.10732,-0.92128,0.12076,-0.96658,0.09064,-1.02776,0.10583,-1.01075,0.08302,-1.07756,0.08885,8201.49228,25.05408
3203.01857,-2.57739,-0.11379,-1.08689,0.09711,-0.96578,0.10289,-0.96855,0.08342,-0.84652,0.12807,-0.99419,0.10517,-1.3209,0.0726,8202.50622,25.05408
3203.41092,-2.56555,-0.09816,-1.25852,0.09504,-0.90088,0.09987,-1.03252,0.15682,-0.81427,0.06675,-1.11791,0.11026,-1.01453,0.12095,8203.52021,25.05418
3203.79605,-2.58052,-0.11798,-1.25331,0.13983,-0.80957,0.07694,-1.00489,0.10986,-0.80589,0.11207,-1.08233,0.124,-1.30529,0.01428,8204.53419,25.05408
3204.19529,-2.52803,-0.09609,-1.25599,0.11855,-1.01379,0.05,-1.04696,0.09919,-0.67803,0.15129,-0.95871,0.09243,-1.20741,0.03188,8205.54815,25.05408
3204.596,-2.62963,-0.13631,-1.17671,0.08764,-0.96344,0.09558,-0.98519,0.1296,-0.89797,0.10398,-1.21499,0.12036,-0.99148,-0.02601,8206.56205,25.05418
3205.00346,-2.5982,-0.1025,-1.22524,0.14208,-0.9914,0.09494,-0.90134,0.09667,-0.88399,0.19654,-1.00601,0.11591,-1.16052,0.02458,8207.57606,25.05408
3205.39695,-2.6903,-0.06745,-1.16762,0.09982,-0.9634,0.06358,-0.98428,0.10751,-0.85838,0.1025,-1.06008,0.09617,-1.16201,0.10618,8208.59103,25.05398
3205.78602,-2.57948,-0.06504,-1.15281,0.09064,-0.97669,0.05362,-0.8426,0.1322,-0.83176,0.08696,-1.02213,0.08503,-1.19596,0.03045,8209.60496,25.05378
3206.1847,-2.56487,-0.09837,-1.21474,0.108,-0.9996,0.13697,-0.85707,0.05856,-0.94287,0.14923,-1.02841,0.10905,-1.15026,0.03743,8210.61894,25.05388
3206.58044,-2.54349,-0.09082,-1.12881,0.1285,-0.91099,0.05628,-1.03189,0.11554,-0.93115,0.07592,-1.01201,0.07821,-0.78552,0.16034,8211.63287,25.05368
3207.00487,-2.73331,-0.0966,-1.17373,0.1193,-0.99792,0.05737,-1.05992,0.17158,-0.89526,0.14575,-1.10552,0.14523,-1.07375,0.07863,8212.64683,25.05338
3207.39136,-2.66911,-0.07238,-1.13153,0.02817,-0.88418,0.1436,-0.86469,0.19228,-0.9561,0.15957,-1.00932,0.11283,-1.12164,0.06914,8213.66084,25.05348
3207.78959,-2.73884,-0.07921,-1.17101,0.12746,-1.02009,0.06594,-0.97864,0.08232,-1.05657,0.13552,-1.09758,0.13308,-1.1748,0.05026,8214.67478,25.05348
3208.19832,-2.66925,-0.05787,-1.24643,0.1005,-1.04554,0.10854,-1.05476,0.11228,-0.87984,0.12106,-0.91307,0.10532,-1.07937,0.1572,8215.68879,25.05338
3208.59182,-2.70847,-0.08145,-1.11931,0.1147,-1.00489,0.1319,-1.02936,0.12177,-0.94493,0.17398,-0.91354,0.08489,-1.22843,0.0418,8216.70264,25.05328
3209.02129,-2.6485,-0.04071,-1.19751,0.0959,-0.89601,0.08286,-1.06451,0.10579,-0.73019,0.17693,-0.9976,0.08182,-1.24738,0.13817,8217.7199,25.05328
3209.41038,-2.5485,-0.10638,-1.16348,0.07936,-1.06617,0.12863,-1.03387,0.12795,-0.86797,0.06113,-0.96623,0.10785,-1.13107,0.02321,8218.74396,25.05328
3209.79398,-2.72452,-0.04664,-1.15719,0.1377,-0.89942,0.08405,-0.85279,0.03386,-0.83735,0.14778,-1.10045,0.09237,-1.25661,0.13512,8219.76457,25.05338
3210.20347,-2.63972,-0.02464,-1.1552,0.06696,-1.04507,0.04374,-0.9691,0.11167,-0.96015,0.14831,-1.00905,0.15256,-1.14007,0.0728,8220.80204,25.05338
3210.60472,-2.65389,-0.0225,-1.18864,0.13625,-0.89739,0.04867,-0.8552,0.10238,-0.96268,0.12007,-1.07604,0.14279,-1.23616,0.15131,8221.83046,25.05368
3210.9907,-2.59562,-0.07302,-1.28504,0.07377,-0.98442,0.13444,-0.91712,0.13515,-0.86321,0.12252,-1.0452,0.12845,-1.29467,0.0613,8222.85246,25.05368
3211.40266,-2.57608,-0.0153,-1.14951,0.09789,-0.89776,0.09071,-0.79557,0.08991,-0.82342,0.09915,-1.01284,0.18508,-0.93143,0.14214,8223.80142,25.05348
3211.79001,-2.72089,-0.04486,-1.22374,0.11213,-0.92716,0.07346,-0.85563,0.11213,-0.74909,0.08524,-1.04869,0.09782,-1.14061,0.00504,8224.81538,25.05358
3212.21626,-2.76673,-0.03129,-1.12775,0.05495,-0.97352,0.04426,-0.8553,0.1146,-0.90729,0.16891,-1.19033,0.17448,-1.15866,0.01103,8225.82938,25.05378
3212.60313,-2.77083,-0.03108,-1.15766,0.12182,-0.9949,0.04395,-0.92653,0.14713,-0.84921,0.13119,-0.99046,0.09801,-1.02292,0.06175,8226.84332,25.05348
3212.9948,-2.67487,-0.06455,-1.23728,0.13302,-0.97716,0.10273,-1.04117,0.07994,-0.78636,0.20284,-1.02568,0.13967,-1.63632,0.087,8227.84445,25.05348
3213.39297,-2.7647,-0.02267,-1.12934,0.09671,-1.05991,0.12255,-0.80723,0.07122,-0.98575,0.11571,-0.99294,0.12262,-1.24901,0.05996,8228.85886,25.05348
3213.77979,-2.72562,-0.04955,-1.20588,0.09294,-0.91246,0.1253,-1.17401,0.13599,-0.9312,0.14421,-1.04451,0.07896,-1.35343,0.06683,8229.87281,25.05348
3214.19015,-2.6811,-0.00395,-1.26394,0.08684,-0.93044,0.02551,-0.88324,0.1237,-1.00614,0.08964,-1.02307,0.10641,-1.33207,0.10276,8230.899,25.05318
3214.57603,-2.62829,-0.01064,-1.2532,0.10114,-0.97415,0.16052,-0.88714,0.18507,-0.88758,0.18632,-1.08991,0.12378,-1.21761,0.08252,8231.91295,25.05338
3214.97212,-2.68245,0.00938,-1.13696,0.08269,-1.06002,0.0917,-0.94467,0.14877,-0.91801,0.14292,-1.12321,0.09693,-1.2615,0.09233,8232.92688,25.05348
3215.39299,-2.57811,-0.00323,-1.11755,0.11103,-0.88764,0.03197,-0.9446,0.13925,-0.74456,0.10444,-1.06404,0.04589,-1.19475,0.05482,8233.94083,25.05358
3215.7904,-2.64909,-0.00967,-1.10926,0.08618,-0.93514,0.09153,-0.97808,0.06713,-0.89827,0.14907,-1.14847,0.15975,-1.44896,0.08813,8234.95482,25.05348
3216.20446,-2.57057,0.00388,-1.08526,0.12421,-0.92607,0.09226,-1.15281,0.0795,-0.99335,0.11346,-1.06217,0.10252,-0.92066,0.04345,8235.96875,25.05338
3216.59443,-2.63761,-0.00324,-1.23215,0.06502,-0.75757,0.05432,-0.94713,0.14435,-0.84231,0.08511,-1.08373,0.10155,-1.18514,0.08171,8236.98273,25.05368
3216.97869,-2.63407,0.02081,-1.24864,0.11459,-1.02494,0.06911,-0.83409,0.07183,-0.87882,0.09058,-1.13246,0.05048,-0.92626,0.06506,8237.99768,25.05358
3217.38517,-2.71198,0.02012,-1.22577,0.15041,-1.01054,0.07173,-1.02071,0.15048,-1.01963,0.10342,-1.04367,0.08135,-1.09032,0.06876,8239.01167,25.05378
3217.78863,-2.56365,0.0029,-1.10039,0.09873,-1.03395,0.11244,-0.76618,0.09518,-1.03795,0.1318,-0.95862,0.08789,-1.06897,0.04558,8240.02563,25.05348
3218.17512,-2.72486,0.01259,-1.19597,0.0806,-0.96749,0.06375,-0.94738,0.08146,-0.85667,0.16001,-1.14791,0.07153,-0.99877,0.09699,8241.03958,25.05348
3218.59321,-2.59674,-0.00797,-1.13078,0.1144,-0.98396,0.09843,-1.01486,0.0435,-0.85057,0.07672,-1.03453,0.10937,-1.14178,0.12421,8242.05355,25.05358
3218.99007,-2.55955,0.000959363,-1.16109,0.11084,-0.886,0.07459,-0.90859,0.06289,-0.84036,0.09992,-1.16886,0.15087,-1.23384,0.03688,8243.0675,25.05378
3219.4018,-2.6027,-0.03423,-1.14962,0.13114,-0.85618,0.122,-0.94702,0.14473,-1.04545,0.13788,-1.11166,0.15269,-1.08404,0.12688,8244.08148,25.05378
3219.79728,-2.59734,-0.00586,-1.17684,0.10215,-0.88042,0.05195,-0.96717,0.14021,-0.83584,0.15576,-0.97466,0.06061,-1.24269,0.0329,8245.09543,25.05378
3220.18056,-2.47479,0.02323,-1.2076,0.07425,-0.81516,0.14253,-1.07691,0.12043,-0.90808,0.13207,-1.04882,0.14843,-1.18614,0.06128,8246.10941,25.05388
3220.58663,-2.54961,0.04982,-1.13902,0.0912,-1.00561,0.08151,-1.04198,0.09485,-0.89556,0.09689,-0.95205,0.09669,-1.01133,0.04201,8247.12338,25.05388
3220.98333,-2.6173,0.01977,-1.16979,0.10256,-0.93833,0.09003,-0.9134,0.09716,-1.00622,0.18905,-1.087,0.08162,-1.08886,0.06971,8248.13831,25.05418
3221.40822,-2.57479,0.03301,-1.12245,0.12734,-0.98389,0.05651,-0.95956,0.09738,-0.97515,0.11515,-0.98464,0.066,-1.04895,0.07718,8249.15227,25.05398
3221.79479,-2.55205,0.01118,-1.22706,0.10963,-1.12194,0.11632,-1.02408,0.1196,-0.87792,0.1568,-1.12028,0.10125,-1.17894,0.13385,8250.16623,25.05388
3222.19205,-2.643,0.15096,-1.10338,0.11046,-1.03721,0.06965,-0.91897,0.09836,-0.92722,0.06714,-0.98056,0.12047,-1.04616,0.08417,8251.18021,25.05388
3222.57416,-2.6917,0.17488,-1.17467,0.08599,-1.11432,0.04257,-1.02288,0.09533,-0.94059,0.13453,-1.02146,0.11574,-1.05465,0.0223,8252.19414,25.05398
3222.975,-2.65061,0.11517,-1.13125,0.14359,-0.9866,0.01524,-1.01584,0.14076,-0.74699,0.1101,-1.03285,0.1488,-1.05986,0.10172,8253.20813,25.05388
3223.39698,-2.61519,0.17556,-1.22489,0.12633,-0.99546,0.0668,-0.88405,0.13658,-0.98387,0.13516,-1.08896,0.08236,-1.01964,0.13852,8254.22207,25.05398
3223.78642,-2.50677,0.18056,-1.17462,0.10761,-0.99372,0.06828,-0.79991,0.1199,-0.84342,0.20772,-0.98852,0.10125,-0.94904,0.11728,8255.23605,25.05388
3224.17787,-2.44133,0.17364,-1.25577,0.10329,-0.97979,0.10634,-1.09173,0.13751,-0.78519,0.17945,-1.11017,0.1088,-1.06475,0.08012,8256.25001,25.05378
3224.58648,-2.51404,0.13247,-1.20272,0.11177,-0.96584,0.05651,-0.97967,0.14033,-1.00903,0.12898,-1.0159,0.15652,-1.33402,0.10961,8257.26398,25.05398
3224.99633,-2.4814,0.22184,-1.08966,0.11359,-0.99109,0.07227,-0.8675,0.14025,-0.98662,0.09053,-0.98155,0.10482,-0.93844,0.12238,8258.32574,25.05358
3225.38327,-2.39487,0.20263,-1.18531,0.0907,-0.87825,0.04398,-0.89654,0.09101,-1.03334,0.20962,-1.08115,0.11765,-0.93123,-0.01717,8259.29458,25.05388
3225.77701,-2.41608,0.14226,-1.10162,0.16402,-0.89378,0.05278,-0.81758,0.08492,-0.95229,0.12091,-0.9919,0.10625,-1.07146,-0.01319,8260.3247,25.05388
3226.17689,-2.30053,0.13765,-1.12859,0.11615,-1.02528,0.05447,-0.86597,0.1333,-0.74655,0.18589,-0.97225,0.06265,-1.03316,0.03573,8261.36143,25.05378
3226.59439,-2.33395,0.14875,-1.14238,0.06904,-0.93726,0.02537,-0.95915,0.0537,-0.77164,0.16483,-1.05694,0.09069,-0.99925,0.06747,8262.39123,25.05388
3226.99581,-2.32755,0.17024,-1.18533,0.11374,-1.12136,0.09191,-1.01545,0.11421,-1.0303,0.16734,-0.90712,0.07386,-1.0821,0.04705,8263.33315,25.05388
3227.38624,-2.19891,0.15625,-1.21882,0.1611,-0.9058,0.06131,-0.94736,0.13042,-0.94558,0.06154,-1.05449,0.09469,-1.36889,0.03949,8264.3471,25.05378
3227.78927,-2.1535,0.15061,-1.25969,0.15783,-0.93796,0.04553,-0.87092,0.17518,-0.9891,0.08794,-1.06437,0.11075,-1.04859,0.10267,8265.36107,25.05368
3228.19426,-2.26706,0.10527,-1.08055,0.1146,-1.07146,0.02603,-1.02772,0.09461,-1.00066,0.07746,-1.0089,0.06923,-1.27371,0.0566,8266.37903,25.05358
3228.59101,-2.24985,0.10905,-1.16569,0.11308,-0.99192,0.12802,-0.97309,0.14325,-0.94689,0.11277,-1.03104,0.17511,-1.07978,0.0332,8267.393,25.05348
3228.97698,-2.27515,0.08239,-1.196,0.13858,-0.98988,0.06204,-0.97403,0.08178,-1.03616,0.0964,-1.12189,0.13004,-1.50208,-0.0223,8268.40796,25.05338
3229.37609,-2.17755,0.12308,-1.17308,0.11878,-1.00701,0.10971,-0.90614,0.12485,-0.81347,0.15824,-1.03681,0.10425,-1.28544,0.07539,8269.42192,25.05338
3229.79242,-2.18898,0.12648,-1.15114,0.11325,-1.11042,0.10089,-0.94256,0.07092,-0.91406,0.10381,-1.0284,0.14035,-1.13089,0.0368,8270.43586,25.05318
3230.18918,-2.10416,0.09342,-1.18985,0.09331,-0.95969,0.08183,-1.02647,0.07897,-0.8485,0.12436,-1.10618,0.12042,-1.28602,0.00376,8271.44982,25.05318
3230.60427,-2.19265,0.10222,-1.27875,0.08666,-1.06838,0.09725,-1.03253,0.11082,-0.8399,0.12243,-1.07517,0.0965,-0.91214,0.06772,8272.46378,25.05338
3230.99354,-2.10863,0.10299,-1.1609,0.12201,-0.93078,0.09182,-1.04283,0.11993,-1.06184,0.20436,-1.07588,0.10231,-1.23031,0.09243,8273.4778,25.05318
3231.37063,-2.09592,0.04343,-1.13382,0.12527,-1.18107,0.11632,-1.07067,0.10784,-0.87707,0.12698,-1.33772,0.11712,-0.97766,0.00139,8274.49172,25.05318
3231.78122,-2.09391,0.07306,-1.19745,0.11229,-0.88331,0.0581,-1.11907,0.17065,-0.93705,0.12743,-1.02636,0.07226,-1.19665,0.10152,8275.50566,25.05308
3232.1841,-2.08441,0.11092,-1.22144,0.09459,-0.96436,0.1225,-1.06984,0.10192,-0.80729,0.10022,-0.98458,0.08179,-1.09371,0.0649,8276.51967,25.05308
3232.56592,-2.10232,0.13086,-1.25953,0.10512,-0.93702,0.12182,-0.94759,0.10542,-0.91134,0.11289,-1.04236,0.09552,-1.15599,0.14796,8277.53359,25.05318
3232.96854,-2.03336,0.08759,-1.28237,0.07597,-0.95041,0.09383,-1.07253,0.07707,-1.08142,0.15838,-1.01327,0.12064,-1.26846,0.04589,8278.54857,25.05308
3233.36566,-1.85828,0.06193,-1.16875,0.11336,-0.95486,0.06271,-1.03105,0.11718,-1.02288,0.04078,-0.86408,0.10632,-0.99785,0.11138,8279.5625,25.05288
3233.79599,-2.10265,0.076,-1.05207,0.12255,-1.00959,0.05088,-1.05446,0.12875,-0.84185,0.09176,-1.04397,0.11764,-1.04683,0.12462,8280.57649,25.05268
3234.19611,-2.04194,0.05339,-1.23083,0.09799,-0.99265,0.04941,-1.07265,0.13087,-0.83922,0.20211,-1.0921,0.07432,-0.8793,0.09501,8281.59043,25.05258
3234.5871,-2.11572,0.1007,-1.17905,0.14139,-1.04736,0.09844,-0.89719,0.09716,-0.85463,0.15067,-1.09714,0.0778,-1.16994,0.06159,8282.60438,25.05268
3234.97444,-2.05031,0.08664,-1.19618,0.12193,-1.06779,0.10009,-0.96158,0.13454,-1.01076,0.15568,-1.00929,0.11396,-1.0466,0.06496,8283.61839,25.05278
3235.36153,-2.12768,0.06464,-1.20253,0.08297,-0.92,0.06586,-0.98039,0.16781,-0.89337,0.12575,-1.06369,0.09748,-1.25913,0.12061,8284.63229,25.05258
3235.76054,-1.98986,0.02233,-1.19608,0.09027,-1.08063,0.09891,-1.04059,0.12781,-0.84166,0.18342,-1.06535,0.08518,-1.08773,0.12965,8285.6463,25.05258
3236.14527,-2.01557,0.05153,-1.10133,0.08544,-1.09797,0.11654,-1.03013,0.06475,-0.87387,0.03696,-1.13351,0.061,-1.12724,0.0593,8286.66024,25.05268
3236.5436,-2.05274,0.08274,-1.30386,0.1176,-0.96868,0.06701,-1.03035,0.11947,-0.92136,0.1407,-1.07025,0.13131,-1.18553,0.03524,8287.67621,25.05308
3236.95411,-2.03855,0.08203,-1.15681,0.101,-0.98427,0.0513,-0.95981,0.04777,-1.0511,0.11169,-1.12074,0.1323,-1.20186,0.11848,8288.69018,25.05338
3237.34324,-1.92661,0.03995,-1.14692,0.09591,-1.09704,0.06428,-0.71824,0.13257,-0.70082,0.15989,-1.10394,0.11111,-1.40408,0.07406,8289.70415,25.05348
3237.75457,-2.03227,0.04214,-1.28918,0.14366,-1.0701,0.08285,-0.94217,0.15656,-0.88555,0.16087,-1.0118,0.07328,-0.81848,0.01826,8290.7181,25.05348
3238.14328,-1.9822,0.11494,-1.20292,0.10796,-1.06684,0.14093,-0.8837,0.107,-1.00651,0.08935,-1.161,0.05827,-1.21898,0.09437,8291.73209,25.05388
3238.52554,-1.93499,0.07043,-1.22471,0.15771,-0.93533,0.11532,-1.01675,0.1297,-1.05024,0.08565,-1.08197,0.07673,-1.1726,0.08792,8292.74606,25.05368
3238.91987,-2.04971,0.08585,-1.22868,0.08745,-0.9163,0.10243,-1.00585,0.11786,-0.97247,0.11374,-1.06511,0.12499,-1.26359,0.04847,8293.75999,25.05338
3239.32025,-2.03249,0.08339,-1.16572,0.10507,-0.99549,0.11163,-1.03044,0.1217,-1.05579,0.18239,-1.06754,0.1112,-1.21492,0.03857,8294.77393,25.05338
3239.70535,-1.93312,0.07973,-1.22703,0.1027,-0.93651,0.08294,-0.9756,0.07333,-1.00888,0.1881,-0.90717,0.0938,-1.07341,0.07151,8295.79962,25.05308
3240.10283,-2.00148,0.07883,-1.21566,0.10253,-1.01611,0.12093,-1.05174,0.11212,-0.90597,0.16187,-1.10618,0.086,-1.44734,0.04215,8296.82864,25.05328
3240.48755,-1.97288,0.04449,-1.20504,0.11175,-0.93679,0.05544,-1.09103,0.11322,-1.03197,0.14876,-0.98621,0.07825,-1.20361,0.02463,8297.864,25.05348
3240.8938,-1.98982,0.07803,-1.14877,0.05588,-0.99445,0.12236,-0.94541,0.09571,-0.80294,0.05731,-1.00653,0.11837,-1.31209,0.14609,8298.89004,25.05328
3241.28628,-2.03974,0.07144,-1.19386,0.07889,-0.89333,0.11398,-0.95907,0.13521,-0.94724,0.14967,-1.09915,0.11423,-0.98366,0.11496,8299.91772,25.05328
3241.65491,-1.89182,0.04914,-1.16281,0.08978,-1.07642,0.08058,-1.07999,0.03367,-0.93466,0.18892,-1.02551,0.05705,-1.26977,0.09411,8300.85872,25.05318
3242.02187,-1.87623,0.10795,-1.21874,0.13658,-1.02214,0.08645,-0.90058,0.11057,-0.99446,0.19211,-0.8877,0.07656,-0.93209,0.02324,8301.87268,25.05298
3242.4006,-1.96839,0.04144,-1.19245,0.12639,-0.9193,0.04033,-0.99507,0.09932,-1.01793,0.06987,-0.99985,0.09135,-1.1263,-0.03666,8302.88665,25.05298
3242.8062,-1.98312,0.03725,-1.16537,0.09496,-0.98523,0.11593,-0.95053,0.14135,-0.92811,0.09083,-1.005,0.05666,-1.22871,0.11696,8303.90057,25.05338
3243.19399,-2.03085,0.02638,-1.19984,0.08883,-0.979,0.06616,-1.00675,0.05907,-0.89682,0.26572,-1.06702,0.1111,-0.83134,0.16179,8304.91454,25.05318
3243.59654,-2.09415,0.04806,-1.1713,0.11672,-0.96338,0.06607,-1.06141,0.09319,-0.89747,0.12392,-1.09422,0.14444,-1.01583,-0.000416202,8305.92855,25.05318
3243.99104,-2.00263,0.0465,-1.29019,0.06807,-1.05769,0.11892,-1.06345,0.12037,-0.83366,0.16861,-1.03738,0.11225,-0.98894,-0.000896755,8306.94249,25.05338
3244.38976,-1.85995,-0.01074,-1.19946,0.09702,-1.05114,0.11011,-1.00043,0.11855,-0.68418,0.16975,-1.11606,0.09284,-0.91112,0.0153,8307.95742,25.05358
3244.7751,-1.9554,0.0499,-1.29169,0.06973,-1.02124,0.0289,-1.02865,0.14938,-0.78409,0.08064,-1.12452,0.0772,-1.1173,0.09769,8308.97141,25.05368
3245.17223,-1.9291,0.01657,-1.16373,0.14231,-0.85656,0.07267,-1.02717,0.16454,-1.00014,0.11841,-1.04051,0.07756,-1.09639,-0.0048,8309.98535,25.05378
3245.55795,-1.79658,-0.00214,-1.22471,0.10542,-1.00677,0.09424,-0.97177,0.13883,-0.9247,0.17704,-1.01519,0.10594,-0.86587,0.06593,8310.99931,25.05388
3245.96372,-1.96943,-0.00465,-1.07703,0.0929,-0.95157,0.06319,-0.95045,0.15368,-0.85259,0.06164,-1.04149,0.12419,-1.18457,0.06782,8312.01329,25.05378
3246.35604,-1.96038,0.07311,-1.2832,0.11205,-0.9457,0.16169,-1.00125,0.10306,-0.95491,0.07155,-1.12381,0.08541,-1.15642,0.09443,8313.02726,25.05388
3246.74553,-1.94364,0.02549,-1.27872,0.06718,-1.00816,0.09875,-1.0371,0.17233,-0.7963,0.11741,-1.0835,0.08991,-1.17602,0.08263,8314.04121,25.05378
3247.13524,-1.91025,0.00506,-1.17426,0.12495,-0.98598,0.0956,-0.91995,0.12386,-0.95499,0.07564,-1.14154,0.08647,-1.26225,0.04231,8315.0552,25.05398
3247.53137,-2.0177,0.0133,-1.18848,0.0924,-1.02194,0.05835,-0.90328,0.07961,-0.99713,0.1589,-0.89749,0.0655,-1.1161,0.15295,8316.06911,25.05378
3247.93033,-2.11591,0.02453,-1.17104,0.14109,-0.99548,0.10672,-0.85555,0.10572,-1.00534,0.12165,-0.88464,0.13958,-1.17123,0.08933,8317.08309,25.05408
3248.31669,-1.91116,0.05182,-1.2142,0.10781,-0.99377,0.06332,-1.04864,0.15584,-0.97641,0.17538,-1.01991,0.12218,-1.13623,0.05775,8318.09804,25.05408
3248.72041,-1.98915,0.03854,-1.30427,0.12984,-0.90557,0.08941,-0.93883,0.10031,-0.93055,0.09278,-0.95069,0.09453,-1.03291,0.08655,8319.112,25.05398
3249.10816,-2.01309,0.04723,-1.25977,0.09086,-0.88668,0.1039,-0.97945,0.16752,-0.94543,0.07716,-1.04064,0.11618,-0.98868,0.00393,8320.12598,25.05398
3249.51549,-1.92646,0.00392,-1.20002,0.12529,-1.05234,0.06517,-1.02846,0.09563,-0.92274,0.12498,-1.00725,0.09484,-1.17452,0.06938,8321.13991,25.05418
3249.91701,-2.05493,-0.00441,-1.24624,0.08866,-0.99771,0.09788,-0.97761,0.12491,-0.91841,0.15948,-1.06457,0.09934,-1.19268,0.10836,8322.1539,25.05418
3250.30548,-2.00527,-0.00745,-1.33427,0.06524,-0.89659,0.11292,-1.01044,0.12064,-0.7314,0.12418,-1.16189,0.0907,-1.16076,0.12728,8323.16791,25.05398
3250.69073,-1.99462,0.00911,-1.20214,0.1491,-1.01754,0.09329,-1.18324,0.11717,-0.93053,0.12416,-1.03323,0.05407,-1.18744,0.04299,8324.18182,25.05368
3251.09072,-1.99844,0.00252,-1.20907,0.1375,-0.89074,0.10317,-1.03899,0.14075,-0.79692,0.13775,-1.02237,0.06467,-1.01514,0.06343,8325.19578,25.05338
3251.48182,-1.8971,0.05882,-1.22353,0.10639,-0.93014,0.08468,-0.99112,0.09963,-0.95355,0.12167,-1.11358,0.09834,-1.24751,0.06062,8326.20971,25.05368
3251.86993,-1.99684,-0.05054,-1.1156,0.12172,-1.05254,0.07735,-1.07924,0.11682,-0.7956,0.17262,-1.10356,0.11881,-1.08968,0.10153,8327.22371,25.05358
