Time,Relative_time,fundamental_freq,fundamental_dis,3rd_freq,3rd_dis,5th_freq,5th_dis,7th_freq,7th_dis,9th_freq,9th_dis
17:02:26,2986.504,-0.8295037215575576,-0.15289826302755313,-0.05978494603186846,-4.061588089330353,1.0440645162016153,-1.1960297766752324,0.6932541662827134,-2.0250074441686623,0.5444609867408872,-18.628248138957865
17:02:27,2987.821,-0.7895037215203047,-0.02389826302736514,0.05021505430340767,-3.38858808932984,1.210064516402781,-2.5890297766749395,0.6932541662827134,-1.858007444168093,0.5489054312929511,-20.008248138957477
17:02:28,2988.917,-0.8495037220418453,0.006101736972456695,0.13354838732630014,-2.8615880893305414,1.0680645164102316,-1.8690297766748785,0.7075398797169328,-1.9050074441685076,0.5289054308086634,-19.934248138957397
17:02:30,2990.204,-0.7795037217438221,-0.04989826302755768,0.1502150548622012,-2.8615880893305414,0.9220645157620311,-3.5420297766746573,0.6775398794561625,-2.6320074441683534,0.5066832099109888,-20.18124813895749
17:02:31,2991.49,-0.6395037211477757,-0.09589826302763144,0.3935483871027827,-1.248588089330406,0.8440645160153508,-2.762029776674953,0.6775398794561625,-2.925007444168522,0.4933498753234744,-20.021248138957574
17:02:32,2992.761,-0.7495037214830518,-0.23189826302760438,0.5702150547876954,-0.06858808933047494,0.9360645161941648,-3.96902977667455,0.6746827373281121,-3.012007444168699,0.4500165432691574,-20.75424813895773
17:02:34,2994.062,-0.5995037220418453,-0.24989826302723728,0.613548387773335,0.27141191067010795,0.8020645156502724,-2.8090297766745,0.654682737775147,-2.9320074441683066,0.39112765435129404,-18.60124813895733
17:02:35,2995.346,-0.5795037215575576,-0.21489826302744514,0.5902150543406606,0.16541191066952315,0.9380645155906677,-3.369029776674644,0.6775398794561625,-2.805007444168367,0.3733498761430383,-16.488248138957566
17:02:36,2996.617,-0.6195037215948105,-0.3328982630273515,0.47354838717728853,-0.668588089330381,1.020064515992999,-4.336029776674799,0.6775398794561625,-2.8380074441683445,0.41668320912867785,-13.55424813895712
17:02:37,2997.871,-0.5395037215203047,-0.4698982630272318,0.3535483879968524,-1.3085880893300497,0.8840645160526037,-4.1360297766751195,0.6461113085970283,-2.732007444168627,0.48112765327095985,-13.308248138957367
17:02:39,2999.157,-0.5995037220418453,-0.5438982630273127,0.2835483876988292,-1.9085880893299558,0.8940645158290863,-4.2220297766749555,0.6575398808345199,-2.6120074441684724,0.5366832092404366,-11.514248138957093
17:02:40,3000.428,-0.6795037211850286,-0.5638982630276277,0.2902150545269251,-1.9415880893299333,0.9180645160377026,-5.809029776674898,0.6832541665062308,-2.732007444168627,0.557794320397079,-11.894248138957439
17:02:41,3001.713,-0.6795037211850286,-0.4888982630276394,0.3535483879968524,-1.4145880893306346,0.810064516030252,-4.609029776675086,0.6875398801639676,-2.945007444168403,0.5122387651354074,-12.42824813895739
17:02:42,3002.984,-0.6595037216320634,-0.4448982630273802,0.363548387773335,-1.3415880893300272,0.8000645162537694,-4.516029776674597,0.6761113088577986,-3.23200744416826,0.593349875882268,-14.701248138957075
17:02:43,3004.05,-0.6495037218555808,-0.6738982630274081,0.3802150543779135,-0.9085880893298232,0.8760645156726241,-5.00202977667466,0.6646827375516295,-3.5850074441680717,0.6022387649863958,-17.01424813895739
17:02:45,3005.35,-0.8995037218555808,-0.6368982630273676,0.4835483878850937,-0.47458808933014546,0.816064516082406,-4.476029776674835,0.6561113083735108,-3.5120074441683315,0.555572098121047,-20.868248138957572
17:02:46,3006.638,-0.8795037213712931,-0.6138982630273306,0.47021505422890186,-0.6085880893298701,0.6400645161047578,-4.989029776674564,0.6561113083735108,-3.1920074441684974,0.5133498767390847,-17.414248138957618
17:02:47,3007.937,-0.8095037220045924,-0.5658982630274423,0.5235483879223466,-0.4015880893304055,0.4780645165592432,-5.109029776674719,0.6503970231860876,-2.6320074441683534,0.4677943205460906,-18.86824813895731
17:02:49,3009.225,-0.9395037218928337,-0.6088982630273604,0.5035483874380589,-0.39458808933062056,0.5200645159929991,-4.876029776675061,0.6103970231488347,-2.7650074441686048,0.3800165429711342,-16.528248138957327
17:02:50,3010.541,-1.0395037215203047,-0.6008982630272344,0.07688172068446875,-2.701588089330624,0.5500645162537694,-5.862029776674757,0.6103970231488347,-3.292007444168771,0.3466832097619772,-13.768248138957238
17:02:51,3011.826,-1.0595037220045924,-0.5398982630272497,0.22021505422890186,-1.7015880893304913,0.5980645157396793,-7.2890297766747825,0.5961113087832928,-3.472007444168569,0.33446098677814007,-17.01424813895739
17:02:52,3012.925,-1.0095037212595344,-0.552898263027346,0.35688172094523907,-0.748588089329906,0.7000645166262984,-8.529029776675225,0.6232541659846902,-3.5450074441683093,0.36779432091861963,-20.174248138957704
17:02:54,3014.258,-0.9095037216320634,-0.5208982630272758,0.26021505426615477,-1.4415880893303008,0.8760645156726241,-9.47602977667463,0.6146827377378941,-3.872007444168796,-0.0310945687815547,-24.281248138957427
17:02:55,3015.576,-0.7995037212967873,-0.6008982630272344,0.263548388145864,-1.321588089330146,0.7740645157173276,-7.642029776674594,0.6475398810580373,-3.5120074441683315,0.003349876031279564,-26.181248138957418
17:02:56,3016.86,-0.7995037212967873,-0.6298982630275827,0.2735483879223466,-1.3545880893301234,0.8540645157918334,-7.402029776675152,0.666111309081316,-4.092007444168357,0.1366832097992301,-25.454248138957574
17:02:58,3018.114,-0.7595037212595344,-0.6478982630276492,0.2735483879223466,-1.4615880893301818,0.968064515851438,-6.516029776674863,0.6618255944922566,-3.758007444168085,0.10668320953845978,-26.82124813895709
